	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01338857821696382	1	1	1	1	1	1	1	1	1	1	1	1	0.001350009016040432	1	1	1	1	1	1	0.014648518077489348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_9PLUS0_NON_MOTILE_CILIUM	1	1	0.045589816475974265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04412512313869388	0.023156063410666117	0.003536889044826297	1	1	1	1	1	1	1	1	1	1	0.09190627881990254	1	0.04321372859341421	0.007980636054962909	1	1	1	1	1	1	1	1	1	0.027556273539184106	1	1	1	1	1	0.012822436762222278	1	1	0.031653810528313064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.009709594145837275	1	1
GO_ACETATE_ESTER_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1.8600296587956144e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACETYLCHOLINE_BINDING	1	1	1	1	0.0030567369574204806	1	1	1	1	1	1	1	1	1	1	0.015667718088755556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01065202315546987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY	1	1	1	1	0.004643739348482501	1	1	1	1	1	1	1	1	0.0034817506097514217	1	0.0016160780724125967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021185764889321224	1	1	1	1	1	1	1	1	0.015997680218379773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001263738258558078	1	1	1	1	1	1	1	1	1
GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX	1	1	1	1	0.004643739348482501	1	1	1	1	1	1	1	1	0.0034817506097514217	1	0.0016160780724125967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.021185764889321224	1	1	1	1	1	1	1	1	0.015997680218379773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.001263738258558078	1	1	1	1	1	1	1	1	1
GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY	1	1	1	1	0.008717050755224443	1	1	1	1	1	1	1	1	0.006558632163626621	1	0.00029251862117829486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003581585950900079	1	1	1	1	1	1	1	1	0.0023494472118437137	1	1	1	0.015732973032054787	1	1	1	1	1	1	1	1	1	0.014184532037932907	1	1	1	0.02578109763471015	0.0024016798748605073	1	1	1	1	1	1	0.0076663571917756634	1	1
GO_ACETYLCHOLINE_RECEPTOR_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.011511646238879347	1	1	0.014648518077489348	0.0004280433599286315	1	1	1	1	1	1	1	1	1	0.006100058230848249	1	1	1	1	1	1	1	1	0.00793713493094017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACIDIC_AMINO_ACID_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03088899962231817	1	1	0.03666140506741078	1	1	1	1	1	1	1	0.004335959306024928	1	1	1	1	1	1	0.005188819761162589	1	1	1	0.01221476876099925	1	1	1	0.011223007458484813	0.09416517977474748	0.04886193825709628	0.03393262044796641	1	1	1	1	1	1	1	1	1	0.03088899962231817	1	0.02641288871241887	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACID_AMINO_ACID_LIGASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0038216574906075884	0.003999469144380319	1	1	1	1	1	1	1	1	1	1	0.002684687361849236	1	1	0.014872336747230985	0.03539491068711198	0.04249206669907957	1	1	1	1	1	1	1	0.026898627328514446	1	1	1	1	1	1	1	1	0.02882469772156926	1	1	1	1	1	0.015201393355818826	1	1	1	1	1	1	1	1	1	1	0.006996763527163274	1	1
GO_ACID_SECRETION	0.0037717876956753216	1	0.0652403543458433	1	1	1	1	1	1	1	1	1	1	1	0.0002781768270145868	0.0038565820775066095	0.056903854702414325	0.06402520080775753	1	1	0.07206127398056594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.005563601322146394	1	1	1	1	1	1	0.09724549209073885	1	1	1	1	1	1	0.014419266930985053	1	1	1	0.010087140248832727	0.012939997904974687	1	1	0.057485920879046915	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACID_THIOL_LIGASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07404350546703287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06749421870691508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.025582786853655337	1	1	1	1	1	1	1	1	1	1	1	0.013992281136051443	1	1
GO_ACROSOMAL_VESICLE	1	1	1	0.09895277615474718	1	1	1	1	1	1	1	1	1	1	1	1	0.08491705297432373	1	1	1	1	1	1	1	1	1	1	1	0.09895277615474718	1	1	1	1	1	1	0.035230130263186776	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0843738176459009	1	0.03224138559582901	1	1
GO_ACROSOME_REACTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012810818001900648	1	0.082331113844623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTININ_BINDING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05264921166949499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04663914365199151	1	0.04177003804624735	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_BASED_CELL_PROJECTION	1	1	0.02060181951359552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003203209157413789	1	1	1	1	1	1	1	1	0.08173572552023489	1	1	1	0.033988632129529295	0.003662499201883773	0.09463485555827478	1	1	0.05914521109386406	1	1	1	1	1	1	0.022338360534022716	1	1	1	1	0.04277260904842661	1	1	1	1	1	1	1	1	1	1	0.004743758581263413	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_BINDING	1	1	1	0.01571852668544982	0.007332604590647773	1	1	1	1	1	1	1	1	0.00016026221588805178	0.04014357775007538	0.006480927796074121	1	0.060429034141642135	1	1	1	1	1	1	1	1	1	1	1	1	0.005428972923597342	1	0.08379001096285932	0.016803883888521942	1	0.08543680230173545	1	1	1	1	1	0.04394541744168723	1	0.0896773760267171	0.09934189004872818	1	1	0.03912703989137267	1	1	1	1	0.004061551689368947	1	1	0.06394100962810079	0.060429034141642135	0.07243233775617419	1	1	1	1	1	1	1	1	1	1	1	0.016556670143912933	1	1
GO_ACTIN_CYTOSKELETON	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02205885690386422	1	1	1	1	0.07143700890884785	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04831725550040711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027418518479087273	0.046953801108308824	1	1	1	1	0.09804408329598857	1	1	1	1	1	1	1	1	1	1	1	1	0.023495899554990873	0.08718057023600867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACTIN_FILAMENT_BASED_MOVEMENT	1	1	0.0038282447501700734	1	0.017181962490712466	1	1	1	1	1	1	1	1	1	0.075268220737436	0.008388573931342957	0.04923638125606633	0.060099977274101546	1	1	0.005049252494435219	1	1	1	1	1	1	1	0.0007165889824833904	1	1	1	0.005526935710331804	0.048384602284761935	0.006342451411242234	3.116630956834232e-05	1	0.019073645121132743	1	0.012880676695531945	1	0.030183344425853242	1	0.002821871991938618	0.0052173782756719245	1	0.0008696112095122333	1	1	1	1	1	1	1	1	1	0.0006990844168820454	0.009055246647431292	0.0026848123199381124	1	1	0.031175388588828623	1	1	1	1	0.004487338946120412	0.0039542890390142915	1	1	1	1
