TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
NEUROG3	GO	GO_CELL_CELL_SIGNALING	1809	0	131	37	5.628695287640539e-10	0.000341092742866	ABCC8 AMER3 CACNG4 CADPS CAMK2B CHRNA1 CPLX1 CSF1R DRD2 GABBR2 GAL GNAO1 IL17C KCNK3 KIT LZTS1 MDK MPP2 NEUROD1 NKD1 NOTUM NPTX1 NPTXR P2RX6 PCDHB16 PCSK1 PDE6B PLCG2 PMP22 RAB26 RFX6 RGS4 RIMBP2 SCGN SLC1A2 SOCS1 WIF1
NR4A3	GO	GO_NEURON_DIFFERENTIATION	1406	0	125	31	1.0416859597128791e-09	0.000631249191354	AGT CAMK2B CHRNA3 CHRNB2 DLL4 DPYSL3 DPYSL4 DRD2 EPHB3 GFRA1 HECW2 HEYL LINGO1 LMX1B MATN2 MDK NKD1 NREP NTRK1 PMP22 PROX1 SAMD14 SCN1B SDK2 SEMA6B SERPINI1 SOX4 STMN3 TP73 TUBB3 VSTM2L
SOX4	GO	GO_NEURON_DIFFERENTIATION	1406	0	182	38	2.8315719768912118e-09	0.00171589580756	AGT CHRNB2 CSF1R DLL1 DLL4 DPYSL3 DPYSL4 DRD2 DSCAML1 EPHB3 FAIM2 GFRA1 GPC2 HECW2 INSM1 JAM3 LINGO1 LZTS1 MAP6 MATN2 MDK NEUROD2 NKD1 NPTX1 PMP22 PROX1 SAMD14 SCN1B SDK2 SEMA6B SERPINI1 SLITRK6 STMN3 TOX TP73 TUBB3 VASH2 WNT9A
LMX1B	GO	GO_SYNAPSE	1357	0	121	28	1.5846591150392442e-08	0.00960281238486	ANKS1B BAALC CADPS CAMK2B CHRNA1 CNIH2 CPLX1 DPYSL3 DRD2 DSCAML1 GABBR2 GABRE GPC2 KCNK3 KCTD12 LZTS1 MPP2 P2RX6 PDZRN3 PMP22 RAB26 RGS9 RIMBP2 SAMD14 SCGN SPARC SYP TUBA1A
SMAD9	GO	GO_NEURON_DIFFERENTIATION	1406	0	119	28	2.2930645049434872e-08	0.0138956269403	ADORA2A C1QL1 CAMK2B CSF1R DLL4 DPYSL3 DSCAML1 EPHB3 FAIM2 HECW2 HEYL INSM1 LINGO1 LMX1B LZTS1 MAP6 NKD1 NREP PMP22 PROX1 SCN1B SDK2 SEMA6B SOX4 STMN3 TP73 TUBB3 WNT9A
ETV1	GO	GO_CELL_CELL_SIGNALING	1809	0	143	36	2.75094699242473e-08	0.0166702986226	ABCC8 AMER3 CADPS CAMK2B CHRNA1 CHRNA3 CHRNB2 CNIH2 FFAR2 FJX1 GABRE GAL GNAO1 GRHL3 IL17C MAD2L2 MDK MPP2 NEUROD2 NKD1 NTRK1 P2RX6 PCSK1 PDE6B PMP22 RFX6 RGS4 RIMBP2 SCGN SCN1B SFRP1 SOCS1 SOX4 SYP SYT5 WNT9A
NEUROG3	GO	GO_SYNAPTIC_SIGNALING	751	0	131	21	3.521803249029176e-08	0.0213415289826	CACNG4 CADPS CAMK2B CHRNA1 CPLX1 DRD2 GABBR2 KCNK3 KIT LZTS1 MPP2 NPTX1 NPTXR P2RX6 PCDHB16 PMP22 RAB26 RGS4 RIMBP2 SCGN SLC1A2
MAFB	GO	GO_NEURON_DIFFERENTIATION	1406	0	136	30	3.5540724252491884e-08	0.021537039164	ADORA2A AGT C1QL1 DLL1 DPYSL3 DSCAML1 EPHB3 FAIM2 HECW2 HEYL JAM3 LINGO1 LMX1B MAP6 MATN2 MDK NEUROD2 NKD1 NPTX1 NREP NTRK1 PROX1 SAMD14 SFRP1 SLITRK6 SOX4 TP73 TUBB3 VSTM2L WNT9A
LMX1A	GO	GO_CELL_CELL_SIGNALING	1809	0	97	28	4.119978735950269e-08	0.0249662883439	ABCC8 AGT CHRNA1 CNIH2 CPE CPLX1 DRD2 FFAR2 FJX1 GABRE GAL GRHL3 LZTS1 MDK MPP2 NEUROD2 NOTUM P2RX6 PCSK1 PMP22 RGS4 SCGN SFRP1 SOX4 SYP SYT5 TMEM198 WIF1
RFX6	GO	GO_NEURON_PROJECTION	1366	0	111	26	4.4860573700233886e-08	0.0271846104509	ANKS1B CACNA1H CAMK2B CD200 CHRNA1 CHRNA3 CNIH2 ELFN1 GABBR2 KCNJ11 KIF1A MAP6 MPP2 NPTX1 P2RX6 PCSK1 PTGDR2 QDPR RAB39B SAMD14 SCGN SSTR1 SYT5 TUBB3 TUBB4A VSTM2L
ZNF519	GO	GO_CELL_CELL_SIGNALING	1809	0	60	21	5.133543823365727e-08	0.0311081975254	CNIH2 CPE CSF1R DLL1 GAL GRHL3 KCNJ11 KCNK3 MAD2L2 MDK NEUROD2 NKD1 NOTUM P2RX6 PDE6B RIMBP2 SCN1B SFRP1 SYP SYT5 WNT9A
NEUROG3	GO	GO_NEURON_DIFFERENTIATION	1406	0	131	29	5.504026934222139e-08	0.0333531923355	ATOH8 CAMK2B CSF1R DPYSL3 DRD2 DSCAML1 EPHB3 HEYL INSM1 LINGO1 LMX1B LZTS1 MAP6 MATN2 MDK NEUROD1 NKD1 NPTX1 NREP PMP22 PROX1 SDK2 SEMA6B SERPINI1 SLITRK6 STMN3 TOX TP73 VASH2
