	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03344100408677042	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004226757464496966	1	1	1	1	1	1	0.035156503492985935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS	1	1	0.057375173417861136	1	1	1	1	1	1	1	1	1	1	1	0.007518255184504774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08195597685428102	0.059333110345519025	1	1	1	1	1	0.07687765061963014	1	1	1	1	0.019841550443127742	1	0.04704385391523358	0.010649477585850109	1	1	1	1	1	0.07155710899769785	1	0.06842711682090996	1	1	0.09052167902460795	1	1	1	1	1	1	1	1
GO_4_IRON_4_SULFUR_CLUSTER_BINDING	1	1	1	0.039276984534249215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_9PLUS0_NON_MOTILE_CILIUM	1	1	0.07466516244220944	1	1	1	1	1	1	1	1	1	1	1	1	0.034496133508281734	1	0.0017917669019302807	1	1	1	1	1	1	1	1	1	1	1	0.0742021695663515	1	0.058194635975542974	0.027420634668851696	1	1	1	0.07946787117008802	0.09159941948592099	0.0503233762673545	1	1	0.007313356202161669	0.0670681075386016	1	1	1	0.012853963705546811	1	1	0.01595946078693289	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02843580280299529	1	1
GO_9PLUS2_MOTILE_CILIUM	1	0.006545842089961451	1	1	1	1	1	1	1	1	1	1	1	0.07414632233959728	1	0.05967430785875605	0.07264535349342638	1	0.0456317422633874	1	1	1	1	0.017893059655265886	1	1	1	1	1	1	1	0.09202965959415077	0.014861889703919218	1	0.08203407377031624	1	1	1	1	1	1	0.036017589448192666	1	0.09606012832206356	1	1	1	0.013796723636260722	1	0.026420307478327243	1	1	1	0.022061458386329336	1	1	0.052251010954394106	1	1	1	1	0.039079793902974336	1	0.016667100293365933	1	1
GO_ACETATE_ESTER_TRANSPORT	1	1	1	1	1	1	1	1	1	5.351557261645823e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO_ACETYLCHOLINE_BINDING	1	1	1	1	0.007749481567116967	1	1	1	1	1	1	1	1	0.00021117338948295483	0.019779708160134857	1	0.004727884224425272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0034537436939551247	1	1	0.00041702576537927527	0.00437776691907199	0.024923057256313497	1	1	0.0020509899228946527	1	1	1	1	1	1	1	1	1	1	0.023071437004873463	0.001470544743602753	1	1	1	0.029744277999239066	1	1	1	1	1	1	1	1
GO_ACETYLCHOLINE_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY	1	1	1	1	0.011681408286105643	1	1	1	1	1	1	0.01123933066725169	1	2.980560624110673e-05	0.029432449247074666	1	0.00715966395185752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005071128519730239	1	1	0.0007956058728122439	0.0066335507206715105	0.036924898073991796	1	1	0.0038382447771201367	1	1	1	1	1	1	1	1	1	1	0.03423344978174714	0.0027657392995676933	1	1	1	0.04390376833222143	0.004146230838811715	1	1	1	1	0.016254890049476334	1	1
GO_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX	1	1	1	1	0.011681408286105643	1	1	1	1	1	1	0.01123933066725169	1	2.980560624110673e-05	0.029432449247074666	1	0.00715966395185752	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0005071128519730239	1	1	0.0007956058728122439	0.0066335507206715105	0.036924898073991796	1	1	0.0038382447771201367	1	1	1	1	1	1	1	1	1	1	0.03423344978174714	0.0027657392995676933	1	1	1	0.04390376833222143	0.004146230838811715	1	1	1	1	0.016254890049476334	1	1
GO_ACETYLCHOLINE_RECEPTOR_ACTIVITY	1	1	1	1	0.021590654604546122	1	1	1	1	1	1	0.02079044603505853	1	1.1028213014241395e-05	0.005865000078016935	1	0.01335492564591434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07037789731758826	0.05073461512200039	0.00015918118864532982	1	1	0.0020773718349322845	0.012388734056562822	0.06595677953034995	1	1	0.0009215867038105952	1	1	1	0.04012277886664506	1	1	1	1	1	1	0.06133189708802733	0.0005968732280916544	1	1	1	0.010680605906220997	0.007794319701955987	1	1	0.008184008752433525	1	0.0024063913955963967	1	1
