	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
BIOCARTA_ACE2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02539121739063488	1	1	1	1	1	1	0.016119899720273945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_BAD_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07952537234384405	1	1	1	1	1	1	1	1
BIOCARTA_BOTULIN_PATHWAY	1	1	0.0021520650671165154	1	1	1	1	1	1	1	1	1	1	1	0.0041203368229867365	0.0018402528078262925	1	1	0.0016078972265802793	1	1	1	1	1	1	1	1	1	1	1	1	0.0023056588805063782	0.0021954256642924275	1	0.0036057563325864184	1	1	1	0.0017611075543209065	1	1	0.002239205135927347	1	1	1	1	1	1	1	1	1	1	1	0.004730464815296043	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_CARDIACEGF_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.052809753819786254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008035303974514019	1	0.03091911339365183	1	1	0.046754221831167175	1	1	1	1	1	1	0.030086407472060928	1	1	1	1	1	1	1	1	1	1	1	0.059853577749557796	0.028449066407633006	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_GHRELIN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0257617434894043	0.028806375073970436	0.013349361399607518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_MPR_PATHWAY	1	1	1	0.012588807438241756	1	1	1	1	1	1	1	1	1	1	0.06962205074563244	1	1	0.007771105456519822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03936645877215428	1	0.06179929504481607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07868140295450998	0.03793941425109948	1	1	0.0584293108663656	1	1	1	1	1	1	1	1
BIOCARTA_PDZS_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04741326969734083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030086407472060928	1	1	0.0263251248021249	1	1	1	1	0.025032635065921682	1	0.002398724130115215	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ACUTE_MYELOID_LEUKEMIA	1	1	0.053277786921641535	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0509938810594186	0.03701893903385922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04152401198781397	1	1	1	1	1	0.046908780604124845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1	0.03834352277230668	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1	1	1	1	1	1	1	1	1	1	1	0.08039627378896586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04168383033347334	1	1	1
