	AEBP1	ARX	ASCL1	ASCL2	EBF3	ETV1	FEV	FOXD4L5	FOXP2	GATA2	HES4	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NHLH1	NR4A3	PAX4	PAX6	PBX3	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF846
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	0.05312351049594832	0.017606722548414	1	0.004310428474427419	0.08511053585721107	0.09429144638877807	1	0.010920504530643749	1	1	1	0.05652269088428741	1	0.011475899805982848	0.01210290403060199	3.473314979041131e-05	1	0.044297896743985654	1	1	0.015512924860083377	0.04840357561995656	1	1	1	9.019569409129957e-07	0.055056498485310024	1	1	0.052166546355038035	0.011109036591851362	1	1
REACTOME_CA2_ACTIVATED_K_CHANNELS	1	0.00744821189867062	1	1	1	0.0005684474773429704	1	0.006388353879829389	1	0.00559527934826487	1	1	6.572648870828424e-06	0.0075952148212365955	0.0005245143830477916	0.0005556617734130409	1	1	3.823554002857499e-06	0.0014666499947562084	1	1	4.652330205412447e-06	0.004673552761230715	0.0011778697657733872	1	1	0.00027320744422387744	1	2.7832820114981338e-05	1	1	1	1
REACTOME_CARDIAC_CONDUCTION	1	0.004465309254132688	0.00012986563306816024	2.249384037478208e-05	1	2.7915470526274078e-06	9.591062312130916e-07	0.011770960600732572	1	0.0085891739599252	1	0.027569981017991685	0.01961952282559154	0.004716854427627704	0.00028632669725825455	2.561540003442886e-06	0.0006010509086471494	1.3971898646936154e-06	3.2144898409747213e-07	0.00026684126065557034	0.004978960338571592	0.0006336390653015611	0.00014322426669444166	0.0778956041893335	0.008380315494733503	0.010852122443076984	2.974846897929595e-06	0.0002461548119661039	1.8132723508257342e-06	0.000981655429416084	0.00019633597681167902	0.00026006289789748394	1	5.224736844755551e-05
REACTOME_CHYLOMICRON_ASSEMBLY	1	1	1	1	1	0.015445705276014632	1	1	1	1	2.6061153292067374e-06	1	1	1	1	1	1	1	1	1	0.00958295246604468	0.0025070612170644546	1	0.005797076544451163	1	1	1	1	1	0.0011689961488584588	0.00035306795996670193	0.014327199450179351	1	1
REACTOME_CHYLOMICRON_REMODELING	1	1	1	1	1	0.015445705276014632	1	1	1	1	2.6061153292067374e-06	1	1	1	1	1	1	1	1	1	0.00958295246604468	0.0025070612170644546	1	0.005797076544451163	1	1	1	1	1	0.0011689961488584588	0.00035306795996670193	0.014327199450179351	1	1
REACTOME_GABA_B_RECEPTOR_ACTIVATION	1	0.0004276586525805426	0.0004093512426243118	0.05226302686572315	1	0.0014408469189715056	0.00024235388556081983	0.002838064129964124	0.002554627511776708	0.017775683488014282	1	2.745438417250945e-05	0.004269559776751697	0.003908833642503606	0.00015062412077182508	0.0001677120490791717	0.041974170522457555	0.026630730250705836	0.002619225365119604	1	0.004050530631665716	0.004299840702002844	0.000336664043286361	0.001581628228864762	0.0019924643980628876	0.0024689611300386938	0.021259319340909077	1	0.0023623939753641965	4.105141599941575e-05	2.834929135553388e-06	0.00014105509529760418	1	0.09961929905389677
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1	0.0010614831606027275	0.0017021371744659897	0.0023863161977693004	0.0737549503565591	0.00012999867658036734	3.561017295750091e-05	0.0038997169425435407	0.014182863224957876	0.035839221070484206	0.005668633234611864	1	0.0040056005877254774	3.9047343625031594e-05	0.0007090735505994594	0.0008912504274752875	0.0009436418017245707	0.0025573582404345707	0.0011308078825991164	0.0012164389977994405	5.05465347355738e-08	0.034879133207754376	0.012312166672027725	0.0002831914460016405	1	1	0.0004672603952921017	0.0012997283962996597	0.039642679866404795	3.835374810745584e-06	0.00010085788136715568	6.101276951442358e-07	0.06243075559740885	0.004503818945540972
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.003018256099025729	1	1	1	0.053215437587793124	0.00032986356649999937	0.0005842028809333044	0.0102099843892266	1	4.367393940163389e-06	0.02395230973782081	1	0.00013499384367721134	1	0.02250807135978483	0.0033137349418262962	0.02411950641529903	1	0.008997741451232444	1	0.017678432296094893	0.02504974010267491	0.08699940465751699	0.0010185923544375752	1	1	0.030210711063496154	0.017678432296094893	1	0.00034791437127346114	0.014993199669853352	0.0077482190171539456	1	1
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	0.001864349956626321	0.000341323065100263	1	1	9.663631269929418e-05	6.925211363351114e-05	9.206879160850168e-05	1	0.009285628071213026	0.003076523654798491	1	1	1.027231445571708e-06	0.04651020999815614	0.0008506722345114071	1	1	1	0.003502528880915845	1	0.04735315950272778	1	0.041574852030962894	0.0023678145054025768	1	1	0.03958193717069314	1	1	0.00012829793170299197	0.00032832629621526443	0.0008133056901904467	1	1
REACTOME_INSULIN_PROCESSING	1	4.3522907756221585e-05	1	1	1	0.00015586133174649852	1.5545780968850842e-05	0.0004790761357355011	1	2.1450964883484858e-05	1	0.02109577659208528	1.2993780906800367e-07	0.0006705975400754793	0.014194273723067474	0.0017076404635796294	0.01763766059381533	1	0.005561066095627121	1	0.007776506403739392	1	0.006374938943595532	1	1	0.012386296621450299	1	0.007776506403739392	0.005137707247574452	0.00028614386862613195	0.007155364772898021	0.0015197147388971155	1	1
