TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
LHX6	ACADL	0.7072	49.52	0.524	rgb(223,117,118)	1.9704	None
POU3F4	ACADL	-0.87528	50.96	-9.6E-01	rgb(  8, 90,254)	1.9992	None
LHX6	ACOX3	0.36936	43.58	0.577	rgb(223,107,108)	1.8516	None
POU3F4	ACOX3	-0.88631	50.72	-7.2E-01	rgb( 60,122,244)	1.9944	None
LHX6	ADAMTS9	0.011985	35.46	0.457	rgb(222,130,131)	1.6892	None
POU3F4	ADAMTS9	-0.52681	49.93	-9.3E-01	rgb( 15, 94,252)	1.9786	None
LHX6	AK092048	0.78761	50.9	0.901	rgb(227, 45, 47)	1.998	2,2
POU3F4	AK092048	0.94085	50.83	0.832	rgb(226, 58, 60)	1.9966	2,2
LHX6	AVPR1B	-0.91277	50.78	-7.8E-01	rgb( 48,114,247)	1.9956	None
MECOM	AVPR1B	0.29716	42.2	0.2	rgb(219,179,179)	1.824	None
POU3F4	AVPR1B	0.82327	50.56	0.556	rgb(223,111,112)	1.9912	None
LHX6	BTBD11	0.03654	47.47	0.465	rgb(222,128,129)	1.9294	None
POU3F4	BTBD11	0.5724	47.51	0.505	rgb(223,120,121)	1.9302	None
LHX6	C3orf67	0.20429	40.19	0.189	rgb(219,181,181)	1.7838	None
MECOM	C3orf67	0.067326	47.67	0.67	rgb(224, 89, 90)	1.9334	None
LHX6	CACNA2D1	0.45014	49.76	0.758	rgb(225, 72, 74)	1.9752	None
POU3F4	CACNA2D1	0.98036	50.91	0.908	rgb(227, 44, 45)	1.9982	None
LHX6	CADM2	-0.5157	49.91	-9.1E-01	rgb( 21, 97,251)	1.9782	None
MECOM	CADM2	0.67601	48.87	0.873	rgb(227, 50, 52)	1.9574	None
LHX6	CALB1	0.86846	50.69	0.693	rgb(225, 85, 86)	1.9938	None
MECOM	CALB1	0.065494	47.66	0.656	rgb(224, 92, 93)	1.9332	None
MECOM	CAMK1D	0.72421	50.83	0.825	rgb(226, 59, 61)	1.9966	None
POU3F4	CAMK1D	-0.12648	38.31	-3.1E-01	rgb(150,176,229)	1.7462	None
LHX6	CAPSL	0.57735	47.58	0.582	rgb(223,106,107)	1.9316	None
MECOM	CAPSL	0.0077698	47.13	0.131	rgb(218,192,192)	1.9226	None
LHX6	CCDC3	-0.79963	50.91	-9.1E-01	rgb( 19, 97,252)	1.9982	None
MECOM	CCDC3	-0.84885	50.64	-6.4E-01	rgb( 78,133,241)	1.9928	None
POU3F4	CCDC3	-0.80993	50.5	-5.0E-01	rgb(109,151,236)	1.99	None
LHX6	CCND1	0.31446	42.49	0.495	rgb(222,122,123)	1.8298	None
POU3F4	CCND1	-0.79963	50.91	-9.1E-01	rgb( 18, 96,252)	1.9982	None
LHX6	CD36	-0.61854	50.55	-5.5E-01	rgb( 97,144,238)	1.991	None
MECOM	CD36	-0.21008	48.59	-5.9E-01	rgb( 88,139,240)	1.9518	None
LHX6	CDH11	0.42609	44.64	0.636	rgb(224, 95, 97)	1.8728	None
POU3F4	CDH11	-0.35107	48.53	-5.3E-01	rgb(102,147,237)	1.9506	None
LHX6	CDH12	0.8508	50.65	0.652	rgb(224, 93, 94)	1.993	None
MECOM	CDH12	0.75609	50.87	0.871	rgb(227, 51, 52)	1.9974	None
POU3F4	CDH12	-0.37555	43.65	-6.5E-01	rgb( 76,131,242)	1.853	None
LHX6	CDHR3	0.22001	48.63	0.63	rgb(224, 97, 98)	1.9526	None
POU3F4	CDHR3	0.25098	41.21	0.215	rgb(219,176,176)	1.8042	None
LHX6	CES1	0.10804	37.74	0.739	rgb(225, 76, 77)	1.7348	None
MECOM	CES1	0.78761	50.9	0.897	rgb(227, 46, 48)	1.998	None
POU3F4	CES1	-0.46502	49.8	-8.0E-01	rgb( 42,111,248)	1.976	None
