	ARNT2	ARX	ASCL1	ASCL2	E2F7	ETV1	FEV	FOXD4L5	FOXJ1	GATA2	HLF	HMBOX1	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	TFCP2L1	TP73	ZNF382	ZNF846
GO_ACTION_POTENTIAL	1	1	0.005802583110877446	0.008088996521758984	1	6.649631075772433e-07	0.015794593890262276	0.0010729815008021504	0.0029847194253260767	0.035904249353869266	1	0.004663227686754201	0.005204882365746455	1	8.057855873011555e-05	2.1500961897902293e-05	0.048083531473992025	0.0742021695663515	0.022453596076594695	0.0005488919984349971	0.003392831132628671	0.004624962515630604	0.0038828038686867794	4.633145369026259e-05	1	0.0053280627728102825	1	0.009304028500731198	1	1	0.0001285024979238436	0.0024857639549689114	0.0037926425340203407	0.0008009708898730761	1	1	1
GO_ADENYL_NUCLEOTIDE_BINDING	1	1	0.0009265052854561251	0.00015569019129446637	0.014564167927844873	0.004162494247775594	0.02219085303293511	0.009639933227612363	0.014554744497175642	0.0006297015089282709	0.03188849866529608	2.532691336654125e-07	1	0.0028333739313989303	1	0.034938059189216775	1	0.02413403551389337	0.015995067507585614	0.0007893928206326173	1	1	5.2793028218145466e-05	0.03505974238951415	1	0.0751785583462613	9.751101953059393e-05	0.0016906483447108878	1	0.004132422427340132	3.502951464895432e-06	0.0025887822438416253	1	0.005425116741128333	0.06836743634543996	1	4.582899851479638e-05
GO_ADULT_BEHAVIOR	1	0.04105295824570976	0.005656527617640239	0.00013499477456979658	0.0007731093798983846	2.6859374673060543e-05	0.0006468148981947364	0.0010333479036954696	0.0003137816297005269	0.00024007254764479846	1	0.029460409082953443	0.005025483078028525	0.06300829514220374	0.00899431062352607	0.00011866408591632016	0.000403748582844754	0.016189317590068364	0.02203323098912713	1.6029385817128983e-05	0.02342523266087393	0.04402770040731285	2.8650489936055124e-07	0.002534793404303737	0.0005573946520884832	1.7167864774236818e-07	0.0011013362978794516	0.0020925272389427096	1	0.0001427908877914552	0.0007253190345023475	0.04679664496161895	0.01625124409054368	0.003925847079336409	0.010670586034100316	1	1
GO_AXON	7.794670906358103e-05	0.0	1.0985468195112702e-06	7.639719370522435e-05	3.091954996514712e-05	0.0	0.0	1.8627201084919776e-06	9.524765856905315e-05	0.0	0.0008764477855593977	6.726471583640148e-05	0.0	8.947167451367477e-09	0.0	0.0	0.00019759444763844947	6.418950476705376e-07	0.0019186267194818418	0.0	0.007941544290454905	0.07092698171148448	0.0	0.00013395129895865665	4.848444089544657e-07	1.142214123284191e-08	2.2449067071939055e-06	0.0	1	0.0	0.0	0.00022081449973543332	0.0	1.5524802798871917e-07	0.005323352317947783	0.016886277394804416	6.533656848883851e-07
GO_AXON_DEVELOPMENT	0.06427077796275382	1.1427999657698251e-09	0.006325204381573801	5.023013556504363e-05	0.001864867025964223	0.0	3.83730313802122e-06	0.0050274337119200485	0.0004531191240304544	1.2878568877994212e-08	0.0397749062186894	0.0011242611563472282	4.947417298062362e-08	3.704398086057381e-07	2.0898792946422162e-05	1.2842694040449132e-06	0.0021542713148819947	0.00038056304175726474	1	1.43423717346991e-10	0.031141560254326572	0.0397749062186894	3.155524312958846e-07	0.010791198145264858	0.014979633867802766	6.521205452969525e-06	2.6804639876587544e-06	6.175754103776576e-06	1	4.704473477445958e-10	7.247924793674088e-08	0.00025450605570986884	0.0002041944554150854	1.5143304159526139e-06	0.09926820107409817	0.048465598573334545	0.030859077071864083
GO_BEHAVIOR	1	6.414582157543425e-05	0.013517649495422113	0.02274818237386167	7.778525355939259e-05	0.00044410484689627605	8.295421398518688e-05	0.004979004403328768	0.0011725645027078624	2.314181706375429e-06	0.05963620061390851	0.028640124255382537	5.343548495906347e-07	0.002721622754645381	4.514400010247055e-05	1.3697600831363843e-09	1.8874815852276683e-05	0.010831713952494604	0.0002984994836806587	7.5688964455977725e-06	1	0.05963620061390851	9.827476943335967e-09	0.0002710095890036124	0.0007388753514914193	3.901126643945929e-09	0.005488021036108348	0.00013297080080754142	0.0425636949385485	4.271313698678281e-05	2.7024592378355194e-06	0.017253268039464364	0.00030553413104084104	0.00036139726534434313	0.015113030019992979	1	0.0006403571530346763
GO_BIOLOGICAL_ADHESION	0.057761914746653265	0.0003220983279907941	0.04244235656191875	0.0006794241900436315	7.30648400998346e-05	2.9465125237160272e-05	0.0242890828471225	1.356522285944628e-05	0.0005108650190618347	0.00032313107034720456	1.2775276587717599e-06	7.039103674943981e-06	2.1789374444747267e-06	0.0007227317322681115	8.922023625523856e-05	2.9954501587936555e-05	1	0.000679330909819198	0.0017049105434556733	4.479415074420956e-07	0.013877664494333253	0.06600120693972922	0.0001252891978392734	3.751840726984312e-09	0.0007469590342822352	0.0018848081947059336	0.00029170276685763774	0.00019253963102616733	0.010125246050609826	1.05782723871517e-05	2.2149427894579965e-05	2.0714660249554484e-05	1.9975445404996073e-05	1.622925294819666e-06	0.009004515667922597	0.024470791918934975	0.07469314245081549
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	0.006697094062783071	1	0.02095681234508795	0.0250285748824447	0.0014798893629895948	0.023076803080131825	1	1	1	1	1	1	1	1	0.018164744980651792	1	1	1	0.015093261996723117	0.002568262418007561	1	0.0001565698205066024	1	1	1	0.04734287908212875	1	1	2.623695145587135e-07	0.04898296944128955	1	0.06707773941680073	0.07780791866496384	0.00010057642804828237	1	1	1
GO_CALCIUM_ION_BINDING	0.0001550071019043031	0.0001261156578603595	0.0035656040633460506	0.006993958438655468	0.0038314293513889153	0.0026875476043060065	0.0013707473025023065	0.03435621681903134	1	0.004553143857470632	0.0002708888242751728	0.02160629798031022	0.00018416442509350262	0.0018718358337904695	0.010628371145896875	0.004116234857191259	0.0019011320898943973	0.02756321046243171	0.011579722380821389	2.8793676520866285e-07	0.09449111956728407	0.0002708888242751728	0.08003443027376278	2.586270867721563e-05	1	0.004806020166533309	0.0009553704762607085	0.0009014552239182683	0.0018528146328299355	0.0002414041499072539	8.04802663201265e-05	4.859350281050112e-07	0.000612198906438266	9.189595570358033e-05	0.08411123429109613	0.0006513059793998854	0.04624188136084462
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.05608342303791303	0.038346282339976945	1	1	0.005420108794446765	0.012362617577422408	0.003054237573376972	1	1	0.007241849571494763	0.04230665516496601	1	0.06851811990980006	1	0.0018449502695159214	0.0025593347840680014	0.04561575352770386	1	1	0.009386812680216572	1	1	0.05739816713901169	3.5659275554600356e-07	1	0.0950905606092145	1	0.008109469107090983	1	0.02506628234488406	0.015183019327038472	0.04375108323703758	0.0032817824583921684	0.0035217475117836905	1	0.0011624683889783771	1
