	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
GO_CELL_ACTIVATION	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ADHESION_MEDIATOR_ACTIVITY	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	4	3	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_ADHESION_MOLECULE_BINDING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
GO_CELL_ADHESION_MOLECULE_PRODUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_BODY	5	8	28	12	14	2	0	0	0	3	0	17	7	39	39	21	7	11	22	0	4	0	0	0	3	5	9	0	5	12	6	24	14	29	32	10	15	12	24	13	3	27	12	12	27	22	8	0	0	30	13	27	25	35	26	4	8	27	8	5	8	10	15	19	0	4
GO_CELL_BODY_FIBER	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_CELL_BODY_MEMBRANE	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GO_CELL_CELL_ADHESION	0	0	20	0	13	3	4	0	0	0	0	0	7	26	25	19	0	0	17	0	6	0	6	4	0	0	7	13	0	0	5	20	0	24	29	0	0	9	18	0	0	20	10	0	0	0	0	0	3	0	0	22	17	29	26	0	0	26	8	6	0	0	0	16	0	0
GO_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0	4	7	0	8	0	0	0	0	0	0	0	3	9	0	8	0	0	10	0	3	0	2	0	0	0	4	0	0	0	0	9	0	9	11	0	5	5	10	0	0	8	7	0	0	0	0	4	0	0	0	8	0	11	11	0	0	10	0	4	0	0	0	0	0	0
GO_CELL_CELL_CONTACT_ZONE	0	2	3	3	5	0	0	0	0	0	0	0	2	7	7	3	3	2	0	0	0	0	0	0	0	0	2	3	0	3	0	5	0	6	6	0	3	2	3	3	0	4	4	0	4	6	0	2	0	5	0	5	6	5	3	0	0	4	0	0	2	3	4	3	0	0
GO_CELL_CELL_JUNCTION	0	8	11	10	12	0	0	0	0	0	0	11	5	22	20	0	6	0	0	0	5	0	0	0	3	0	5	10	0	7	0	11	0	19	20	0	0	0	0	0	0	15	9	0	0	12	0	6	2	12	0	13	14	0	15	0	0	17	0	4	0	0	8	12	0	0
GO_CELL_CELL_JUNCTION_ASSEMBLY	0	3	0	5	6	0	0	0	0	0	0	4	3	7	6	0	0	0	0	0	2	0	0	0	2	0	0	7	0	4	0	6	0	10	11	0	3	0	0	3	0	7	4	0	5	0	0	4	0	5	0	5	5	8	7	0	0	8	0	0	0	3	0	0	0	0
GO_CELL_CELL_JUNCTION_MAINTENANCE	0	0	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_CELL_JUNCTION_ORGANIZATION	0	3	7	8	9	0	0	0	0	0	0	7	5	9	8	0	0	0	7	0	0	0	0	0	3	0	3	8	0	5	0	9	6	14	15	0	4	0	8	6	0	11	6	0	0	0	3	4	0	7	0	7	10	11	8	0	0	12	3	4	0	4	0	7	0	0
GO_CELL_CELL_RECOGNITION	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0
GO_CELL_CELL_SIGNALING	11	17	59	32	37	4	7	0	0	0	0	41	17	82	91	51	21	26	55	0	0	0	8	5	0	15	13	29	16	27	9	59	51	71	76	12	27	19	53	30	9	66	26	34	56	47	19	17	5	60	20	65	63	92	59	13	0	85	21	13	14	16	33	47	4	6
GO_CELL_CELL_SIGNALING_BY_WNT	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	11	0	12	3	0	0	0	0	0	0	8	0	0	0
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	3	0	2	0	0	0	0	0	0	2	0	5	7	0	2	0	3	0	0	0	0	0	0	0	0	3	0	2	0	3	3	4	4	0	0	2	4	2	0	4	4	0	4	0	2	2	0	2	0	2	4	5	3	0	0	4	0	0	0	2	0	2	0	0
GO_CELL_CHEMOTAXIS	0	0	0	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	10	0	0	0	0	0	0	0	0
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	2	0	0	2	0	0	0	2	0	2	2	3	2	0	0	0	0	0	0	3	0	0	0	0
GO_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	3	0	0	0	2	0	0	2	0	0	0	2	0	2	2	3	2	0	0	2	0	0	0	3	0	0	0	0
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	0	0	4	0	3	0	0	0	0	0	0	3	0	6	9	0	2	0	4	0	0	0	0	0	0	0	0	3	0	2	0	3	4	5	6	0	0	3	6	2	0	5	5	0	5	3	2	2	0	4	0	4	5	7	4	0	2	5	0	0	2	4	2	0	0	0
GO_CELL_CORTEX	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	6	0	0	0
GO_CELL_CYCLE_PHASE_TRANSITION	0	0	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIFFERENTIATION_IN_SPINAL_CORD	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0
GO_CELL_DIVISION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_DIVISION_SITE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_CELL_FATE_COMMITMENT	3	0	10	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	9	8	0	0	3	6	0	0	0	2	0	0	0	0	6	0	0	0	8	4	0	0	10	9	0	0	0	0	0	3	0	6	0	0	0
GO_CELL_FATE_DETERMINATION	0	0	3	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	2	0	0	0	0	0	0	2	0	0	2	3	0	4	4	0	3	2	2	0	0	0	0	0	2	2	0	3	0	0	0	3	2	0	0	3	4	0	0	3	0	0	0	0	0	0	0	0
GO_CELL_FATE_SPECIFICATION	0	0	6	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	5	6	0	0	0	0	0	0	0	0	0	4	4	4	0	0	0	5	2	0	0	6	5	0	0	0	0	0	2	0	3	0	0	0
GO_CELL_FATE_SPECIFICATION_INVOLVED_IN_PATTERN_SPECIFICATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_GROWTH	0	0	14	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	12	0	0	0	0	0	6	0	0	16	11	0	0	0	0	7	6	0	7	0	3	0
GO_CELL_JUNCTION_ASSEMBLY	4	6	11	9	11	0	0	0	0	0	0	11	6	18	19	11	5	0	14	0	0	0	3	0	0	0	5	10	4	9	0	15	0	16	18	0	0	0	11	6	0	19	8	0	12	0	0	7	0	14	4	13	12	20	16	0	0	18	0	4	4	0	0	10	0	0
GO_CELL_JUNCTION_MAINTENANCE	0	0	4	2	2	0	0	0	0	0	0	4	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	2	0	4	0	0	2	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	3	0	3	0	0	4	0	0	0	0	2	0	0	0
GO_CELL_JUNCTION_ORGANIZATION	5	9	25	17	18	0	0	2	2	0	0	18	9	29	31	19	7	0	22	0	0	0	3	0	4	0	7	13	5	12	4	27	17	25	31	6	9	0	22	11	5	26	14	9	17	14	7	9	0	29	9	18	22	32	23	0	0	28	7	5	6	0	11	17	0	0
GO_CELL_LEADING_EDGE	0	5	0	0	0	0	0	0	0	0	0	9	4	12	0	0	5	0	9	0	0	0	0	0	0	0	4	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	11	0	5	0	10	0	0	9	0	11	0	0	12	0	0	0	0	7	10	0	0
GO_CELL_MATURATION	2	0	8	0	0	0	3	0	0	0	0	0	0	7	8	5	0	0	0	0	0	0	0	0	0	0	0	4	0	7	2	6	7	8	9	2	5	4	5	0	0	0	4	4	6	5	3	3	0	5	4	8	0	9	9	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MIGRATION_INVOLVED_IN_HEART_DEVELOPMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0
GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_MORPHOGENESIS	5	11	43	12	17	0	0	0	0	4	0	22	0	48	47	30	10	13	27	0	6	0	0	5	7	7	10	18	6	12	6	33	30	36	34	10	16	0	31	12	6	39	15	20	29	25	0	15	3	29	11	33	31	49	30	0	8	34	0	12	9	12	0	21	0	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	5	7	35	0	12	0	0	0	0	3	0	17	0	37	39	21	8	12	22	0	0	0	3	4	6	7	8	13	5	10	4	26	23	27	27	8	14	0	22	9	4	33	11	18	22	22	0	11	0	26	8	27	23	38	23	0	7	24	0	10	7	0	0	18	2	0
GO_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	5	7	32	8	12	0	0	0	0	3	0	17	0	34	38	19	8	12	20	0	0	0	3	4	6	7	8	13	5	9	4	24	21	25	23	8	12	0	20	8	4	30	10	17	21	21	6	10	0	25	8	26	22	35	20	3	7	21	0	8	7	7	0	16	2	0
GO_CELL_MOTILITY	0	0	42	20	21	0	6	0	0	0	0	0	12	54	56	35	0	19	29	0	0	0	6	5	0	0	0	27	0	0	7	44	41	51	48	0	0	0	36	18	6	38	21	20	0	0	0	16	0	34	13	0	32	58	41	0	0	44	0	0	13	17	0	34	0	0
GO_CELL_PART_MORPHOGENESIS	5	10	38	10	15	0	0	0	0	4	0	18	0	41	41	23	9	12	21	0	0	0	3	5	6	6	8	16	6	11	5	27	25	27	26	10	13	0	24	11	6	33	10	18	25	21	0	12	0	26	11	30	27	42	23	0	8	26	0	9	8	9	10	18	2	0
GO_CELL_PROJECTION_ASSEMBLY	0	6	0	0	9	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0
GO_CELL_PROJECTION_MEMBRANE	0	4	0	0	0	2	0	0	0	2	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	7	8	0	3
GO_CELL_PROJECTION_ORGANIZATION	0	17	52	19	28	4	0	0	0	0	0	36	11	64	70	44	17	22	44	0	8	0	0	7	8	11	15	28	8	23	7	47	51	55	56	12	23	15	43	25	8	57	18	31	41	37	14	19	0	51	14	45	41	69	41	0	13	55	19	14	15	15	23	35	0	0
GO_CELL_PROLIFERATION_IN_FOREBRAIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CELL_RECOGNITION	0	0	6	0	0	0	2	0	0	0	0	5	0	8	0	7	4	0	8	0	3	0	3	2	0	0	0	0	0	0	0	6	6	0	9	0	0	0	7	0	0	8	4	0	0	0	0	0	0	0	0	7	0	9	8	0	3	0	0	0	0	0	0	0	0	0
GO_CELL_SUBSTRATE_ADHESION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
GO_CELL_SUBSTRATE_JUNCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
GO_CELL_SURFACE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	0	0	16	0	0	0	0	0	0	3	0	0	5	24	22	15	0	8	15	0	0	0	0	3	0	5	0	0	4	0	0	15	0	0	17	0	0	0	16	8	0	17	0	0	15	15	0	0	2	0	0	0	15	20	17	3	0	21	6	0	0	0	10	12	0	3
GO_CELL_VOLUME_HOMEOSTASIS	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	2	0	3	0	0	3	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	2	0	0
GO_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	0	12	28	12	14	0	0	0	0	0	0	25	11	30	35	24	10	12	20	0	0	0	0	0	0	8	0	0	0	18	0	24	28	30	27	8	16	0	25	15	5	22	15	0	26	25	0	0	0	30	8	22	24	36	24	0	0	36	0	9	0	0	21	23	0	0
GO_CENTRAL_NERVOUS_SYSTEM_MATURATION	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	0	0	0	2	3	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	0	2	0	2	3	0	0	0	0	0	0	3	0	4	3	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	2	0	3	2	0	0	0	2	0	2	2	3	0	0	0	0	0	2	0	0	2	2	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	2	3	3	0	3	0	0	0	0	0	0	4	3	5	6	0	2	2	3	0	0	0	0	0	0	0	0	0	0	5	2	5	0	0	4	4	0	0	0	0	3	5	0	0	5	3	0	0	0	3	3	0	0	4	0	0	0	0	0	2	2	0	0	3	0	0
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	3	4	11	4	5	0	0	0	0	0	0	7	4	8	11	0	4	5	6	0	0	0	0	0	0	0	0	0	3	7	2	11	9	8	0	4	4	0	7	5	3	6	4	0	7	8	0	0	0	8	4	6	0	11	0	2	0	0	0	0	3	0	7	5	0	0
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	0	2	0	2	3	0	0	0	0	0	0	3	0	4	3	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	2	0	3	2	0	0	0	2	0	2	2	3	0	0	0	2	0	2	0	0	2	2	0	0
GO_CENTRIOLAR_SATELLITE	0	3	0	0	0	0	0	0	0	0	0	4	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	6	0	2	0	0	0	5	0	0
GO_CENTROSOME	0	6	0	0	9	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	0	0
GO_CERAMIDE_BIOSYNTHETIC_PROCESS	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
GO_CERAMIDE_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
GO_CEREBELLAR_CORTEX_DEVELOPMENT	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	0	4	3	0	0	4	0	0	0	0	3	3	0	0
GO_CEREBELLAR_CORTEX_FORMATION	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0
GO_CEREBELLAR_CORTEX_MORPHOGENESIS	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GO_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	2	2	0	0	2	0	0	0	0	2	2	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	3	2	0	0	3	0	0	0	0	2	2	0	0
GO_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0
GO_CEREBRAL_CORTEX_CELL_MIGRATION	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
GO_CEREBRAL_CORTEX_DEVELOPMENT	2	2	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	3	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	4	0	0
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
GO_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	2	0	0	2	2	2	0	0	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
GO_CGMP_BINDING	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO_CGMP_MEDIATED_SIGNALING	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0
GO_CGMP_METABOLIC_PROCESS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
GO_CHANNEL_INHIBITOR_ACTIVITY	0	0	0	3	2	0	0	0	0	0	0	0	0	6	6	3	2	2	5	0	0	0	0	0	0	0	2	0	0	2	0	3	0	3	5	0	0	0	4	0	0	5	2	0	3	0	2	0	0	0	0	3	4	5	3	0	0	5	0	0	0	2	0	3	0	0
GO_CHANNEL_REGULATOR_ACTIVITY	0	4	5	5	4	0	0	0	0	0	0	5	0	11	12	9	4	4	9	0	0	0	0	0	0	2	4	0	0	5	0	9	7	10	12	0	0	3	9	0	2	9	3	0	9	0	6	4	0	6	0	9	5	12	9	0	0	10	3	0	0	3	0	8	0	0
GO_CHAPERONE_BINDING	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GO_CHEMICAL_HOMEOSTASIS	8	0	29	16	20	0	5	2	0	0	2	0	13	46	51	22	0	12	35	0	7	0	5	4	0	0	0	0	7	15	6	31	27	40	45	0	13	12	29	17	0	38	24	18	27	29	10	0	0	32	10	25	30	45	38	5	0	45	11	9	0	15	17	22	0	0
