Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Nicotine addiction	2/40	0.004854901976284097	0.11651764743081833	0	0	20.95789473684211	111.65876671681582	CHRNB2;GABRE
KEGG_2019_Human	Neuroactive ligand-receptor interaction	4/338	0.01147296844562437	0.13767562134749245	0	0	4.8937125748503	21.863941027852135	CHRNB2;GABBR2;DRD2;GABRE
KEGG_2019_Human	GABAergic synapse	2/89	0.022480982114316636	0.14058892438925036	0	0	9.131494252873566	34.654802040130036	GABBR2;GABRE
KEGG_2019_Human	Morphine addiction	2/91	0.02343148739820839	0.14058892438925036	0	0	8.925393258426967	33.503021485763604	GABBR2;GABRE
KEGG_2019_Human	Glycine, serine and threonine metabolism	1/40	0.09898815707684176	0.33195006629572904	0	0	10.009552538964305	23.149643297736702	BHMT
KEGG_2019_Human	cAMP signaling pathway	2/212	0.10515130410608453	0.33195006629572904	0	0	3.759619047619048	8.467996664392954	GABBR2;DRD2
KEGG_2019_Human	Cysteine and methionine metabolism	1/47	0.1152939757922138	0.33195006629572904	0	0	8.483375959079284	18.326383441537768	BHMT
KEGG_2019_Human	Cocaine addiction	1/49	0.11989938284584432	0.33195006629572904	0	0	8.129084967320262	17.242621342986666	DRD2
KEGG_2019_Human	Amyotrophic lateral sclerosis (ALS)	1/51	0.12448127486089837	0.33195006629572904	0	0	7.8031372549019595	16.25861660572103	SLC1A2
KEGG_2019_Human	Synaptic vesicle cycle	1/78	0.1840939081302401	0.3623281540777267	0	0	5.060096765979119	8.563248721315857	SLC1A2
KEGG_2019_Human	Taste transduction	1/83	0.1946878155503758	0.3623281540777267	0	0	4.7503586800573885	7.77328718764973	GABBR2
KEGG_2019_Human	Gap junction	1/88	0.2051467808656976	0.3623281540777267	0	0	4.4762226729772365	7.09046899456539	DRD2
KEGG_2019_Human	TGF-beta signaling pathway	1/90	0.2092929614392761	0.3623281540777267	0	0	4.375192773738709	6.842890223310539	LEFTY1
KEGG_2019_Human	mRNA surveillance pathway	1/91	0.21135808987867394	0.3623281540777267	0	0	4.326361655773422	6.7240376691123185	MSI1
KEGG_2019_Human	Cholinergic synapse	1/112	0.2535239877989193	0.3848666968926556	0	0	3.504151210033563	4.8087356113932636	CHRNB2
KEGG_2019_Human	Glutamatergic synapse	1/114	0.2574225118574089	0.3848666968926556	0	0	3.4417837931632835	4.670626332211447	SLC1A2
KEGG_2019_Human	Dopaminergic synapse	1/131	0.2897636891206341	0.3848666968926556	0	0	2.9891402714932127	3.702616827604864	DRD2
KEGG_2019_Human	Estrogen signaling pathway	1/137	0.300845077626674	0.3848666968926556	0	0	2.8564013840830453	3.43099462663308	GABBR2
KEGG_2019_Human	Parkinson disease	1/142	0.3099498868076718	0.3848666968926556	0	0	2.7544152412738145	3.226369556826404	DRD2
KEGG_2019_Human	Retrograde endocannabinoid signaling	1/148	0.32072224741054634	0.3848666968926556	0	0	2.6411898092570363	3.0035077077189904	GABRE
KEGG_2019_Human	Alcoholism	1/180	0.37544817088690224	0.4290836238707454	0	0	2.1655164859239786	2.1214154053805587	DRD2
KEGG_2019_Human	Epstein-Barr virus infection	1/201	0.4089868517128504	0.4348258673602688	0	0	1.936078431372549	1.7309940396953225	SAP30
KEGG_2019_Human	Rap1 signaling pathway	1/206	0.41670812288692427	0.4348258673602688	0	0	1.8883787661406024	1.6530286992746257	DRD2
KEGG_2019_Human	MicroRNAs in cancer	1/299	0.5435499534130083	0.5435499534130083	0	0	1.2929332806948282	0.7882156558562535	SOX4
