TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
SPIB	GO	GO_SYNAPSE	1357	0	275	54	0.0	0.0	ADCY1 ADORA2A APBB1 BEGAIN BSN C1QL1 CACNA1A CACNA1C CACNB4 CADPS CALY CAMKV CPLX1 DDN DSCAML1 FRMPD4 GABBR2 GAD2 GAP43 GPC6 GRIK5 IGSF21 KCNAB2 KCNJ2 KCNJ3 LGI3 LIN7A LRRTM3 MAP1B MAP2 MAPK8IP1 MPP2 MX2 NRXN2 P2RX6 PALMD PCDH17 PDE2A PNISR PRRT2 RAPGEF4 RGS14 SEZ6 SLC18A1 SLC6A17 SLC8A1 STXBP5L SV2A SYN1 SYT2 SYT5 TPGS1 TUBB2B UCN3
SPIB	GO	GO_REGULATION_OF_TRANSPORT	1856	0	275	67	0.0	0.0	ADCY1 ADORA2A AGT ANKRD13B APBB1 APOA1 APOA4 APOC3 BSN CACNA1A CACNA1C CACNB4 CACNG6 CADPS CALY CCL19 CD200 CEP290 CLIP3 CPLX1 DPP10 ENPP7 FFAR2 FGF14 GATA2 GCK GRIK5 HECW2 IFI27 ISL1 JPH4 KCNAB2 KCNB2 KCNH3 KCNJ2 KCNJ3 KCNJ6 KCNK17 LCP1 LGI3 MAP1B MAP2 MX2 NDRG4 NPPB PARD6A PCDH17 PRRT2 RAPGEF4 RFX6 SCG5 SCN3A SCN3B SCT SLC30A8 SLC8A1 SPP1 SSTR5 STXBP5L SV2A SYN1 SYT2 SYT5 TP73 TUB UCN3 WNK3
GATA2	GO	GO_AXON	643	0	238	34	0.0	0.0	ADORA2A APBB1 ATP1A3 BRSK1 BSN CADM2 DSCAML1 DST EPHA4 GAP43 GHRL GRIK5 KCNAB2 KIF5A KIF5C MAP2 MAST1 MX2 NEFM NTS PRPH PRRT2 PTPRN SCGN SH2D3C SNAP25 SPTBN4 STMN2 STMN4 STX1A SYP TAC1 UCN3 VSTM2L
GATA2	GO	GO_SYNAPSE	1357	0	238	59	0.0	0.0	ADCY1 ADORA2A ANK2 APBB1 ATP1A3 BRSK1 BSN CACNA1A CACNA1C CACNB4 CADM2 CALY CAMKV CHRNA5 CLCN4 CNIH2 DACT1 DSCAML1 EIF4EBP1 EPHA4 GABRA1 GABRB3 GABRP GAP43 GHRL GPC6 GRIK5 IGSF21 KCNAB2 KCNK3 KCNMA1 KCTD12 KIF5A LGI3 LRRTM3 MAP2 MX2 NRXN2 NTS P2RX6 PALMD PCDH17 PDE2A PRR7 PRRT2 PSD PTPRN RAB3C RIMBP2 SCGN SDK2 SEZ6 SNAP25 STX1A STXBP5L SYP TAC1 TUBA1A UCN3
GATA2	GO	GO_REGULATION_OF_MEMBRANE_POTENTIAL	443	0	238	27	0.0	0.0	ADORA2A ANK2 ATP1A3 CACNA1A CACNA1C CACNB4 CHRNA5 CNIH2 FHL1 GABRA1 GABRB3 GABRP GHRL GRIK5 KCNAB2 KCNH6 KCNH7 KCNH8 KCNK3 KCNMA1 KCNMB2 P2RX6 SCN3B SEZ6 STX1A TAC1 UCN3
GATA2	GO	GO_REGULATION_OF_TRANSPORT	1856	0	238	58	0.0	0.0	ABCC8 ADCY1 ADORA2A AGT ANK2 ANKRD13B APBB1 APOA1 BRSK1 BSN CACNA1A CACNA1C CACNB4 CACNG6 CALY CEP290 CES1 CHRNA5 CNIH2 CSF1R DPP10 ENPP7 FFAR1 FFAR2 FFAR3 FHL1 GCK GHRL GRIK5 IL11 ISL1 JPH4 KCNAB2 KCNH6 KCNH7 KCNH8 KCNJ6 KCNMA1 LGI3 MAP2 MX2 NDRG4 PCDH17 PRRT2 RAB3C SCG5 SCN3B SNAP25 SPTBN4 STX1A STXBP5L SYP TAC1 TRPC6 UCN3 USP6 WNK2 WNK3
GATA2	GO	GO_POSTSYNAPSE	640	0	238	33	0.0	0.0	ADCY1 ADORA2A ANK2 APBB1 BSN CACNA1C CALY CHRNA5 CNIH2 EIF4EBP1 EPHA4 GABRA1 GABRB3 GABRP GAP43 GHRL GRIK5 IGSF21 KCNAB2 KCNMA1 KCTD12 LRRTM3 MAP2 MX2 P2RX6 PALMD PCDH17 PRR7 PRRT2 PSD SEZ6 SNAP25 STX1A
MAFB	GO	GO_SOMATODENDRITIC_COMPARTMENT	859	0	351	51	0.0	0.0	ADORA2A APBB1 ARC ATCAY ATP1A3 BRS3 CACNA1A CACNA1C CACNG4 CNGA3 CNIH2 CPLX1 CPLX2 CPT1C DDN ELFN1 EPHA4 GAP43 GNAO1 GRIK5 KCNB2 KCNJ11 KCNJ2 KIF5A MAP1A MAP2 MAP6 MAPK8IP1 MAST1 MX2 NCS1 NFASC PALMD PRPH PRR7 PRRT2 PSD PTPRN RGS14 SAMD14 SCGN SEZ6 SLC12A5 SLC8A1 SNAP25 SST STMN2 SYN1 SYT5 TPGS1 TUBB3
MAFB	GO	GO_AXON	643	0	351	52	0.0	0.0	ADORA2A AP3B2 APBB1 ATCAY ATP1A3 BOC C1QL1 CADM2 CDK5R2 CNGA3 CPLX1 CPLX2 CPT1C DSCAML1 DST EPHA4 GAP43 GRIK5 KCNA6 KCNAB2 KCNJ11 KIF5A MAP1A MAP2 MAP3K12 MAP6 MAPK8IP1 MAST1 MX2 NCS1 NEFM NFASC NTS PRPH PRRT2 PTPRN SCGN SH2D3C SLC18A1 SLC8A1 SNAP25 STMN2 STMN4 STX1A SYN1 SYP SYT2 SYT5 TMOD2 TPGS1 TUBB3 VSTM2L
MAFB	GO	GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	140	0	351	19	0.0	0.0	CACNA1A CACNA1C CACNA1H CACNB4 CACNG4 CACNG6 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK3 KCNMA1 NCS1 SNAP25
