TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
ETV1	GO	GO_SOMATODENDRITIC_COMPARTMENT	859	up	299	51	0.0	0.0	ARC BSN CACNA1A CACNA1B CACNG7 CHRNA3 CNGA3 CNIH2 CPLX2 CRMP1 DDC DDN DNM3 EPHA4 FRMPD4 GAP43 GIP GNAO1 GRIK5 JPH4 KCNB2 KCNJ2 KIF5A KIF5C MAP1B MAP2 MAP6 MAPK8IP1 MAST1 MPP2 NFASC P2RX6 PALMD PCSK2 PRKCG PRRT2 PTPRN RET SAMD14 SCGN SCN1B SERPINI1 SLC8A1 SPTBN4 SST STMN2 SV2A SYN1 SYT5 TACR3 UCHL1
ETV1	GO	GO_AXON	643	up	299	43	0.0	0.0	AP3B2 BOC BSN CACNG7 CDK5R2 CNGA3 CPLX2 CRMP1 DDC DNM3 DST EPHA4 GAP43 GHRL GRIK5 KCNAB2 KIF5A KIF5C MAP1B MAP2 MAP6 MAPK8IP1 MAST1 NEFM NFASC PRKCG PRRT2 PTPRN RET SCGN SCN1B SCN3A SLC8A1 SPTBN4 STMN2 STMN3 SYN1 SYP SYT2 SYT5 TMOD2 UCHL1 UCN3
ETV1	GO	GO_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	479	up	299	31	0.0	0.0	ABCC8 ANXA6 ASIC5 CACNA1A CACNA1B CACNA2D1 CACNG7 CHRNA3 CHRNA5 CHRNB2 CNGA3 GABRB3 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3 P2RX6 SCN1B SCN3A SCN3B SLC26A7
ETV1	GO	GO_CATION_CHANNEL_ACTIVITY	334	up	299	29	0.0	0.0	ABCC8 ANXA6 ASIC5 CACNA1A CACNA1B CACNA2D1 CACNG7 CHRNA3 CHRNA5 CHRNB2 CNGA3 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3 P2RX6 SCN1B SCN3A SCN3B
ETV1	GO	GO_REGULATION_OF_MEMBRANE_POTENTIAL	443	up	299	31	0.0	0.0	ANK2 CACNA1A CACNA1B CACNA2D1 CHRNA3 CHRNA5 CHRNB2 CNIH2 GABRB3 GHRL GRIK5 KCNAB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3 MLLT11 MPP2 P2RX6 RGS4 SCN1B SCN3A SCN3B SLC8A1 UCN3
ETV1	GO	GO_CELL_CELL_SIGNALING	1809	up	299	72	0.0	0.0	ABCC8 AMER3 AMPH ANK2 ARC BAIAP3 BEGAIN BSN CACNA1A CACNA1B CACNA2D1 CACNG7 CADPS CAMK2B CD70 CELSR3 CHRNA3 CHRNA5 CHRNB2 CNIH2 CPLX2 EFNB3 EPHA4 FFAR2 GABRB3 GCK GHRL GIP GNAO1 GNG2 GRAP2 GRIK5 ISL1 JPH4 KIF5A LGR6 LIN7A LY6H MAD2L2 MAP1B MPP2 NKD1 P2RX6 PARD6A PCSK1 PRKCG PRRT2 PTPRN RFX6 RGS4 RIMBP2 RNF213 SCG5 SCGN SCN1B SCN3B SCT SFRP1 SLC30A8 SST SSTR5 STXBP5L SUCNR1 SV2A SYN1 SYP SYT2 SYT5 TMOD2 UCN3 VGF WNT9A
ETV1	GO	GO_SYNAPTIC_SIGNALING	751	up	299	43	0.0	0.0	AMPH ARC BAIAP3 BEGAIN BSN CACNA1A CACNA1B CACNG7 CADPS CAMK2B CHRNA3 CHRNA5 CHRNB2 CNIH2 CPLX2 EFNB3 EPHA4 GABRB3 GHRL GIP GRIK5 JPH4 KIF5A LIN7A LY6H MAP1B MPP2 P2RX6 PRKCG PRRT2 RGS4 RIMBP2 SCGN SCT SST STXBP5L SV2A SYN1 SYP SYT2 SYT5 TMOD2 VGF
ETV1	GO	GO_REGULATION_OF_TRANSPORT	1856	up	299	72	0.0	0.0	ABCC8 ANK2 ANKRD13B APOA1 APOC3 ARC AVPR1B BAIAP3 BSN CACNA1A CACNA1B CACNA2D1 CACNG7 CADPS CAMK2B CCL19 CDK5R2 CHRNA3 CHRNA5 CHRNB2 CNIH2 CPLX2 DNM3 FFAR2 GCK GHRL GIP GRIK5 ISL1 JPH4 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 LCP1 MAP1B MAP2 PARD6A PRKCG PRRT2 RAB3C REEP2 RFX6 RGS4 SCG5 SCN1B SCN3A SCN3B SCT SFRP1 SLC30A8 SLC8A1 SPTBN4 SSTR5 STXBP5L SV2A SYN1 SYP SYT2 SYT5 TP73 TUB UCN3 USP6 WNK3
RFX6	GO	GO_SOMATODENDRITIC_COMPARTMENT	859	up	246	50	0.0	0.0	APBB1 ARC ATP1A3 BSN CACNA1A CACNG4 CD200 CHRNA3 CNGA3 CNIH2 CPLX2 DDC DDN ELFN1 EPHA4 FRMPD4 GRIK5 GRIN1 JPH4 KCNJ11 KCNN3 KIF1A MAP1A MAP1B MAP2 MAP6 MAPK8IP1 MAST1 MPP2 MX2 NCS1 NFASC PALMD PRKCG PRR7 PRRT2 PSD PTPRN RET RGS14 SAMD14 SCGN SLC12A5 SLC8A1 SNAP25 SPTBN4 STMN2 SYT5 TUBB3 TUBB4A
RFX6	GO	GO_AXON	643	up	246	43	0.0	0.0	APBB1 ATP1A3 BOC BRSK2 BSN CD200 CDK5R2 CNGA3 CPLX2 DDC DST EPHA4 GAD2 GHRL GRIK5 GRIN1 KCNJ11 KIF1A MAP1A MAP1B MAP2 MAP3K12 MAP6 MAPK8IP1 MAST1 MX2 NCS1 NFASC PRKCG PRRT2 PTPRN RET SCGN SH2D3C SLC8A1 SNAP25 SPTBN4 STMN2 STMN4 SYT5 TUBB3 TUBB4A VSTM2L
