TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
LMX1A	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	0	204	15	6.906808458495561e-12	1.30874350757e-06	AGT CES1 CPB1 CPE FFAR1 GIP GPR119 ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SLC30A8 STX1A
FEV	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	274	34	1.1421419365831298e-11	2.16418764853e-06	ABCC8 ADCY1 ADCY2 BEGAIN CACNA1A CACNB2 CACNB4 CHRNA5 CHRNB2 GNG2 GNG4 GRIK3 GRIK5 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNMB3 LIN7A LRRTM3 NCALD NRXN2 PRKCG SNAP25 STX1A SYN1 SYT2 TUBA1A TUBB3
SOX4	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	294	38	1.4734435893615228e-11	2.79193985087e-06	ABCC8 ADCY1 ADCY2 BEGAIN CACNA1A CACNB4 CHRNA5 CHRNB2 GABBR2 GABRA1 GABRB3 GNG2 GNG4 GRIK3 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ3 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNMB3 KCNN3 LIN7A LRFN1 LRRTM3 NRXN2 SNAP25 STX1A SYT2 TUBA1A TUBB2B TUBB3
ETV1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	258	33	1.619926415230566e-11	3.06948516937e-06	ABCC8 BEGAIN CACNA1A CACNA1B CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GNG2 GNG4 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH7 KCNH8 KCNJ2 KCNJ3 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3 LIN7A NCALD PRKCG SYN1 SYT2 TUBA1A
RFX6	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	182	27	1.9363510794789818e-11	3.66903675242e-06	CACNA1A CACNB2 CACNB4 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 LIN7A NCALD NRXN2 PRKCG SNAP25 TUBA1A TUBB3 TUBB4A
ETV1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	258	18	2.231570483957057e-11	4.22840206871e-06	ABCC8 GNG2 GNG4 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH7 KCNH8 KCNJ2 KCNJ3 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 KCNMB3
MAFB	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	256	32	3.6709746353835726e-11	6.95576273912e-06	ADCY1 CACNA1A CACNB4 CACNG4 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 KCNMB3 NRXN2 SNAP25 STX1A SYN1 SYT2 TSPAN7 TUBB3
MAFB	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	256	18	3.745270760191488e-11	7.0965015837e-06	GABBR2 GNG2 GNG4 KCNA6 KCNAB2 KCNB2 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 KCNMB3
LMX1A	REACTOME	REACTOME_NEURONAL_SYSTEM	410	0	204	28	5.755051990519178e-11	1.09045574106e-05	ABCC8 ADCY2 CACNA1A CACNA1B CACNB4 CPLX1 GABRA1 GABRB3 GAD2 GNG2 GRIK5 KCNAB2 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNMB3 KCNN3 LIN7A LRRTM3 NCALD SNAP25 STX1A SYN1 TUBA1A TUBB2B
SOX4	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	0	294	17	1.3466183723664926e-10	2.55153209341e-05	ABCC8 GABBR2 GNG2 GNG4 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ3 KCNJ6 KCNK3 KCNMA1 KCNMB2 KCNMB3 KCNN3
