TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
LMX1A	REACTOME	REACTOME_PEPTIDE_HORMONE_METABOLISM	90	up	198	15	0.0	0.0	AGT CES1 CPB1 CPE FFAR1 GIP GPR119 ISL1 KIF5A KIF5C PAX6 PCSK1 PCSK2 SLC30A8 STX1A
ASCL1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	72	20	0.0	0.0	ABCC8 ADCY5 CACNA1A CAMK1 CAMK2B CHRNB2 GABBR2 GRIK3 GRIN2C HCN4 KCNA6 KCNB2 KCNC1 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17 LRRTM3 PPM1E
ETV1	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	210	31	5.986322548778844e-12	1.99364894371e-06	ABCC8 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK2B CHRNA3 CHRNA5 CHRNB2 GABRB3 GABRG2 GNG2 GNG4 GRIK5 KCNAB2 KCNB2 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ2 KCNJ6 KCNK16 KCNK17 KCNMA1 KCNMB2 LIN7A LRFN2 NCALD PRKCG SYN1
MAFA	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	185	31	7.175815497362237e-12	2.38978336253e-06	ADCY1 ADCY2 ADCY5 CACNA2D2 CACNG4 CHRNA5 CHRNB2 CPLX1 GNG2 GNG4 GRIA2 GRIK5 KCNB2 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMB2 KCNN3 LIN7A LRFN2 NCALD PPM1E SNAP25 SYN1 TSPAN7
LMX1A	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	198	32	7.800760037923737e-12	2.59790271695e-06	ABCC8 ADCY2 ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 GABRA1 GABRB3 GAD2 GNG2 GRIA2 GRIK5 KCNC1 KCNH8 KCNJ2 KCNJ3 KCNK17 KCNMA1 KCNMB2 KCNN3 LIN7A LRFN2 LRRTM3 NCALD NEFL PPM1E SNAP25 STX1A SYN1 TUBB2B
SMAD9	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	133	27	1.0087042312534322e-11	3.35929778839e-06	ABCC8 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK2B CPLX1 GABBR2 GABRB3 GNG4 GRIK5 GRIN2C HCN4 KCNC1 KCNH3 KCNH6 KCNJ11 KCNJ2 KCNJ6 KCNK3 KCNMB2 LIN7A NCALD NEFL PPM1E PRKCG TSPAN7
FEV	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	129	23	1.033229057867402e-11	3.44096273142e-06	ABCC8 ADCY1 ADCY2 ADCY5 CACNA1A CHRNB2 GABRG2 GNG2 GNG4 GRIK3 GRIK5 GRIN2C HCN4 KCNH2 KCNH3 KCNH6 KCNK16 LIN7A LRRTM3 PPM1E SNAP25 STX1A SYN1
MAFB	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	221	32	1.9598100919893113e-11	6.52673595125e-06	ADCY1 CACNA1A CACNA1E CACNA2D2 CACNG4 CPLX1 GABBR2 GABRA1 GNG2 GNG4 GRIK5 HCN4 KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2 LRFN2 SNAP25 STX1A SYN1 TSPAN7
ASCL1	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	72	11	2.3135271476348862e-11	7.70469318923e-06	ABCC8 GABBR2 HCN4 KCNA6 KCNB2 KCNC1 KCNH7 KCNJ11 KCNJ2 KCNJ6 KCNK17
NR4A3	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	169	27	2.684807931530031e-11	8.94113531014e-06	ADCY1 ADCY2 ADCY5 CACNA1B CACNA1E CACNA2D2 CAMK1 CAMK2B CHRNA3 CHRNB2 CPLX1 GAD2 GNG4 GRIK5 GRIN1 KCNAB2 KCNB2 KCNC1 KCNH6 KCNH8 KCNJ2 KCNK3 LRFN2 NCALD PRKCG SNAP25 STX1A
RFX6	REACTOME	REACTOME_NEURONAL_SYSTEM	410	up	177	28	2.7895019627521833e-11	9.28976680648e-06	CACNA1A CACNA1E CACNB2 CACNG4 CAMK2B CHRNA3 GABBR2 GAD2 GNG2 GNG4 GRIK5 GRIN1 HCN4 KCNH2 KCNH3 KCNH6 KCNH8 KCNJ11 KCNK16 KCNN3 LIN7A LRFN2 NCALD NEFL PPM1E PRKCG SNAP25 TUBB4A
MAFB	REACTOME	REACTOME_POTASSIUM_CHANNELS	103	up	221	19	3.158440176065369e-11	1.05183953963e-05	GABBR2 GNG2 GNG4 HCN4 KCNA6 KCNAB2 KCNB2 KCNC1 KCNH2 KCNH6 KCNH7 KCNJ11 KCNJ2 KCNJ3 KCNK16 KCNK17 KCNK3 KCNMA1 KCNMB2
LMX1A	REACTOME	REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	269	up	198	23	3.2289837470500515e-11	1.07532908338e-05	ADCY2 ADCY5 CACNA1A CACNA1B CACNA1E CACNA2D2 CAMK1 GABRA1 GABRB3 GAD2 GNG2 GRIA2 GRIK5 KCNJ2 KCNJ3 LIN7A NCALD NEFL PPM1E SNAP25 STX1A SYN1 TUBB2B
