Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	DNA binding (GO:0003677)	6/893	1.020616696128116e-05	0.0002857726749158725	0	0	18.45707843453052	212.11831382042038	ZBTB25;ZNF846;ZFP69B;PAX6;POU5F1;HIC1
GO_Molecular_Function_2018	sequence-specific DNA binding (GO:0043565)	4/394	9.211623408567308e-05	0.0012896272771994231	0	0	22.332763532763533	207.52629762243163	ZNF846;ZFP69B;POU5F1;HIC1
GO_Molecular_Function_2018	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	2/159	0.0046250174959469115	0.036323156656499024	0	0	22.96467863346844	123.46443049343289	POU5F1;HIC1
GO_Molecular_Function_2018	aryl hydrocarbon receptor binding (GO:0017162)	1/8	0.005189022379499861	0.036323156656499024	0	0	237.85714285714286	1251.416370420653	ARNT2
GO_Molecular_Function_2018	R-SMAD binding (GO:0070412)	1/19	0.012283398155032895	0.054175606854900436	0	0	92.44907407407408	406.7303181925871	PAX6
GO_Molecular_Function_2018	protein heterodimerization activity (GO:0046982)	2/265	0.012389659174833936	0.054175606854900436	0	0	13.635672312478395	59.87277935896267	ARNT2;NEUROD2
GO_Molecular_Function_2018	histone acetyltransferase binding (GO:0035035)	1/22	0.014210109163131231	0.054175606854900436	0	0	79.23015873015873	337.0293803138913	PAX6
GO_Molecular_Function_2018	miRNA binding (GO:0035198)	1/24	0.015492655566166282	0.054175606854900436	0	0	72.33333333333333	301.441152263015	POU5F1
GO_Molecular_Function_2018	RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979)	1/27	0.017413587917646568	0.054175606854900436	0	0	63.97756410256411	259.14140891073174	PAX6
GO_Molecular_Function_2018	E-box binding (GO:0070888)	1/34	0.02188231872923584	0.0604293416693811	0	0	50.38888888888889	192.59017962885017	NEUROD2
GO_Molecular_Function_2018	transcription regulatory region DNA binding (GO:0044212)	2/374	0.023740098512971142	0.0604293416693811	0	0	9.586999022482894	35.8610301823029	NEUROD2;POU5F1
GO_Molecular_Function_2018	RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	2/460	0.034820287541557624	0.0812473375969678	0	0	7.752679634775704	26.03004894355791	NFAT5;PAX6
GO_Molecular_Function_2018	core promoter sequence-specific DNA binding (GO:0001046)	1/73	0.04643802536608	0.10002036232694153	0	0	23.04976851851852	70.7544140609547	PAX6
GO_Molecular_Function_2018	histone deacetylase binding (GO:0042826)	1/85	0.05387835765858656	0.10775671531717312	0	0	19.745039682539684	57.67578236677708	HIC1
GO_Molecular_Function_2018	sequence-specific double-stranded DNA binding (GO:1990837)	1/112	0.07042359814817109	0.13145738320991934	0	0	14.921921921921921	39.591244210462285	POU5F1
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077)	1/175	0.1079959881971444	0.18899297934500275	0	0	9.488984674329505	21.119265006332913	NFAT5
GO_Molecular_Function_2018	transcription corepressor activity (GO:0003714)	1/203	0.12424054570827647	0.204631487048926	0	0	8.162128712871286	17.022410882185554	NEUROD2
GO_Molecular_Function_2018	RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	1/262	0.1575800517886928	0.2062666452247726	0	0	6.2982120051085575	11.637972716709047	NFAT5
GO_Molecular_Function_2018	core promoter proximal region sequence-specific DNA binding (GO:0000987)	1/278	0.16641712586652418	0.2062666452247726	0	0	5.9296028880866425	10.633306843548057	NFAT5
GO_Molecular_Function_2018	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	1/280	0.16751572289928246	0.2062666452247726	0	0	5.886499402628435	10.517279356819305	NFAT5
GO_Molecular_Function_2018	ubiquitin protein ligase binding (GO:0031625)	1/284	0.1697089085608547	0.2062666452247726	0	0	5.8021201413427566	10.291049983041855	POU5F1
GO_Molecular_Function_2018	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	1/284	0.1697089085608547	0.2062666452247726	0	0	5.8021201413427566	10.291049983041855	NFAT5
GO_Molecular_Function_2018	transcription regulatory region sequence-specific DNA binding (GO:0000976)	1/292	0.17407928805317066	0.2062666452247726	0	0	5.640320733104239	9.86065916456833	POU5F1
GO_Molecular_Function_2018	ubiquitin-like protein ligase binding (GO:0044389)	1/297	0.17679998162123364	0.2062666452247726	0	0	5.5436373873873865	9.605661362247776	POU5F1
GO_Molecular_Function_2018	ubiquitin-protein transferase activity (GO:0004842)	1/417	0.2396664668818696	0.25864591504400825	0	0	3.920472756410256	5.600422946475893	PAX6
GO_Molecular_Function_2018	kinase binding (GO:0019900)	1/418	0.2401712068265791	0.25864591504400825	0	0	3.910871302957634	5.578479529769551	PAX6
GO_Molecular_Function_2018	protein kinase binding (GO:0019901)	1/495	0.2781204223743337	0.28842117875856826	0	0	3.2882928475033735	4.208031924997328	PAX6
GO_Molecular_Function_2018	RNA binding (GO:0003723)	1/1387	0.607266879184839	0.607266879184839	0	0	1.1183862433862437	0.5578364245432041	POU5F1
