	ASCL1	ETV1	FEV	GATA2	HMBOX1	LMX1A	MAFA	MAFB	NEUROD1	NEUROG3	NR4A3	ONECUT1	PAX6	RFX6	SIX2	SMAD9	TFCP2L1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	1	0.011139936181762788	1.9272097189215742e-06	0.0032230633834371414	0.015013401684099592	0.0050216448870258334	0.00665857920699886	1	0.022370004168266844	0.0019853091061591277	2.4400951083580757e-05	0.017033300056029765	1	0.00045489593359770986	0.00044130231849170976	0.002341539540392512
REACTOME_CARDIAC_CONDUCTION	0.0016116971112042355	0.0002848753685386063	0.0011146728644297887	0.04641034660378063	0.03618170144036592	0.029402242643854826	0.00011179291916263434	3.111510344211421e-05	0.0006675815956292963	4.596359786113169e-07	0.004733794109092804	0.0005697793869868795	0.0011416080474688783	0.00010269852436206595	1	3.712800806043859e-05	0.0055450457125783
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	1	0.0008569596771378363	1.2664807934603672e-06	0.001250556341723219	0.00011839861540441365	0.00032778068460548315	4.658459814244065e-05	0.005126301466566341	1	0.029154163813069456	0.0002048813168669117	0.0004500022957099059	0.007990292346229388	0.00046337544743091374	0.0007415962958629008	0.0002532877228679231	1.9447927024129896e-05
REACTOME_G_PROTEIN_MEDIATED_EVENTS	0.04431701622781692	0.05140708011564454	0.0004043551539246737	0.0019422576869645436	0.0029205395081499663	1	0.006345598318314494	1	0.008357041246165431	0.03937291013533195	2.4107573117770897e-06	0.00770006185410177	0.07800301524299358	1	0.001158787928915106	0.00044176001563855927	0.0004165461595316833
REACTOME_INSULIN_PROCESSING	1	0.0007495745762632344	0.03924378334926748	5.8228574413288214e-06	1	8.601234212646247e-07	1	0.006856350432687286	0.018308002496706943	0.006096173193792631	0.03741076424532763	1	0.0015389369460718783	1	0.022184269595271977	0.003917306243828467	1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	5.521510053829726e-05	0.026517949578238498	4.417216703522797e-09	1.1358656510918053e-06	2.2382295652434436e-05	1.0135503225594533e-06	2.225733387484219e-06	3.781654896450881e-06	0.0014842417656089069	0.0007790359234400857	3.114274177584697e-05	1.6206016445585725e-05	0.0023303385809182453	0.00010868959342635875	0.00032469326396311615	4.315987457315096e-05	0.0017026708943503888
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	2.2953116723956057e-06	0.00019130090296615165	0.007757708640544259	0.046369996747730235	1	0.009521943780593123	0.0012852781817226377	0.00014083865775260662	0.029822902719984556	0.0013656811012922043	0.05981469447683807	1	1.1132897848709078e-05	0.0012335605973553543	1	3.1426291432490316e-06	0.007896577874870192
REACTOME_NEURONAL_SYSTEM	6.874256719413552e-11	2.1652368786817533e-10	6.861244905564945e-11	5.238478539837388e-10	1.9716618815390774e-07	1.72866509995373e-09	9.475718876217343e-09	2.6127988661528434e-10	5.541552260401872e-07	1.1395624638366186e-06	1.3312010382904305e-09	5.529949142490942e-05	1.0410279285388846e-05	7.63961449656847e-09	4.7571691375480896e-05	3.1781132170394244e-09	3.306507012634796e-07
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	3.935600003956985e-05	1.8863371379240768e-05	4.964080225433598e-06	0.0009515379796826151	1.2222294977881631e-05	5.605390029006507e-05	2.558386864481843e-05	0.003097402084943579	0.021327139845940923	0.002327702749450933	3.775807821515542e-06	0.01900122705526497	0.0018963496388850754	2.2907285185835846e-05	0.03141124326882072	6.059906713873353e-06	8.633781312106237e-07
REACTOME_PEPTIDE_HORMONE_METABOLISM	1	0.0004947849694791895	0.004018721379093648	2.3801867432560186e-07	1	1.574321817354729e-08	1	0.01003324165285091	0.032457161914156596	0.00844020121082778	0.08286796706204547	0.0300813115619728	0.007401891255184423	1	1	0.022367009593387	1
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.02796370994993569	0.00398791170522228	0.086052037434448	1	0.02082707843863585	0.015669170581914083	1	1	1	1.6314785257209863e-06	0.08226801183549004	0.00026791844043516644	0.05010567375999253	0.0024497650746859723	1	0.013505415474176052	0.08700631846981721
