TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
EGR3	ANKH	-0.48422	45.7	-7.0E-01	rgb( 64,124,244)	1.894	None
GATA2	ANKH	0.55921	49.98	0.979	rgb(228, 30, 32)	1.9796	None
LHX8	ANKH	0.33432	48.96	0.96	rgb(228, 34, 36)	1.9592	None
NEUROG3	ANKH	0.88631	50.72	0.72	rgb(225, 79, 81)	1.9944	None
EGR3	ANKRD50	-0.43082	44.68	-6.8E-01	rgb( 69,127,243)	1.8736	None
HOXD4	ANKRD50	-0.91552	50.79	-7.9E-01	rgb( 46,113,247)	1.9958	None
LHX8	ANKRD50	-0.40982	49.61	-6.8E-01	rgb( 69,127,243)	1.9722	None
NEUROG3	ANKRD50	0.55921	49.98	0.975	rgb(228, 31, 33)	1.9796	None
EGR3	ANXA6	-0.60425	47.85	-8.5E-01	rgb( 32,104,249)	1.937	None
HOXD4	ANXA6	-0.99905	50.97	-9.7E-01	rgb(  7, 89,254)	1.9994	None
LHX8	ANXA6	0.61089	48.12	0.12	rgb(218,194,194)	1.9424	None
NEUROG3	ANXA6	0.82833	50.93	0.928	rgb(227, 40, 42)	1.9986	None
EGR3	ARHGAP9	-0.93487	50.81	-8.1E-01	rgb( 42,110,248)	1.9962	None
GATA2	ARHGAP9	-0.80993	50.5	-5.0E-01	rgb(109,151,236)	1.99	None
HOXD4	ARHGAP9	-0.58585	47.65	-6.5E-01	rgb( 75,131,242)	1.933	None
NEUROG3	ARHGAP9	0.095254	47.8	0.798	rgb(226, 65, 66)	1.936	None
EGR1	ASIC4	-0.91552	50.79	-7.9E-01	rgb( 46,113,247)	1.9958	None
EGR3	ASIC4	-0.91021	50.77	-7.7E-01	rgb( 50,115,246)	1.9954	None
LHX8	ASIC4	-0.72864	49.65	-6.5E-01	rgb( 75,131,242)	1.973	None
NEUROG3	ASIC4	0.78725	50.31	0.307	rgb(220,158,159)	1.9862	None
EGR3	ATOH7	-0.91021	50.77	-7.7E-01	rgb( 50,115,246)	1.9954	None
GATA2	ATOH7	-0.93487	50.81	-8.1E-01	rgb( 40,110,248)	1.9962	None
HOXD4	ATOH7	-0.94678	50.85	-8.5E-01	rgb( 32,104,249)	1.997	None
LHX8	ATOH7	-0.42408	44.62	-6.2E-01	rgb( 81,135,241)	1.8724	None
NEUROG3	ATOH7	0.94964	50.99	0.99	rgb(228, 28, 30)	1.9998	None
EGR1	BAALC	-0.71552	49.58	-5.8E-01	rgb( 92,141,239)	1.9716	None
EGR3	BAALC	-0.63104	48.49	-4.9E-01	rgb(110,152,236)	1.9498	None
GATA2	BAALC	-0.45248	45.33	-3.3E-01	rgb(145,173,230)	1.8866	None
LHX8	BAALC	0.92054	50.98	0.979	rgb(228, 30, 32)	1.9996	None
NEUROG3	BAALC	0.96661	50.86	0.86	rgb(226, 53, 55)	1.9972	None
EGR3	C15orf59	-0.99329	50.93	-9.3E-01	rgb( 16, 95,252)	1.9986	2,2
GATA2	C15orf59	-0.99168	50.92	-9.2E-01	rgb( 17, 96,252)	1.9984	2,2
HOXD4	C15orf59	-0.40564	44.38	-3.8E-01	rgb(135,167,231)	1.8676	2,2
LHX8	C15orf59	0.59864	50.39	0.387	rgb(221,143,144)	1.9878	2,2
EGR3	CBLN1	-0.83647	50.61	-6.1E-01	rgb( 84,136,240)	1.9922	None
HOXD4	CBLN1	-0.89298	50.75	-7.5E-01	rgb( 54,118,246)	1.995	None
LHX8	CBLN1	-0.85281	50.66	-6.6E-01	rgb( 73,129,242)	1.9932	None
NEUROG3	CBLN1	0.68089	49.13	0.747	rgb(225, 74, 76)	1.9626	None
GATA2	CDCP1	-0.85281	50.66	-6.6E-01	rgb( 74,130,242)	1.9932	None
HOXD4	CDCP1	-0.76401	49.84	-8.4E-01	rgb( 36,107,249)	1.9768	None
LHX8	CDCP1	0.15716	48.11	0.112	rgb(218,196,196)	1.9422	None
NEUROG3	CDCP1	0.89841	50.97	0.969	rgb(228, 32, 34)	1.9994	None
EGR3	CLCA1	-0.42609	44.64	-6.4E-01	rgb( 79,133,241)	1.8728	None
HOXD4	CLCA1	-0.17174	39.37	-3.7E-01	rgb(137,168,231)	1.7674	None
LHX8	CLCA1	-0.5068	46.36	-3.6E-01	rgb(138,169,231)	1.9072	None
NEUROG3	CLCA1	0.22936	48.67	0.669	rgb(224, 89, 91)	1.9534	None
EGR1	CYP19A1	-0.47136	45.58	-5.8E-01	rgb( 91,140,239)	1.8916	None
GATA2	CYP19A1	-0.88811	50.73	-7.3E-01	rgb( 59,121,245)	1.9946	None
HOXD4	CYP19A1	-0.79586	50.38	-3.8E-01	rgb(134,166,232)	1.9876	None
LHX8	CYP19A1	-0.75228	50.38	-7.6E-01	rgb( 52,117,246)	1.9876	None
NEUROG3	CYP19A1	0.92054	50.98	0.984	rgb(228, 29, 31)	1.9996	None
EGR1	DLL4	-0.86648	50.68	-6.8E-01	rgb( 70,127,243)	1.9936	None
EGR3	DLL4	-0.69716	49.45	-4.5E-01	rgb(120,158,234)	1.969	None
LHX8	DLL4	0.43211	49.7	0.702	rgb(225, 83, 84)	1.974	None
NEUROG3	DLL4	0.99985	50.99	0.993	rgb(228, 27, 29)	1.9998	None
EGR1	DOCK8	-0.45292	45.34	-3.4E-01	rgb(144,172,230)	1.8868	None
HOXD4	DOCK8	-0.15701	39.08	-8.3E-02	rgb(199,206,220)	1.7616	None
LHX8	DOCK8	0.92054	50.98	0.982	rgb(228, 30, 31)	1.9996	None
NEUROG3	DOCK8	0.89841	50.97	0.966	rgb(228, 32, 34)	1.9994	None
EGR3	EPB41L4B	-0.99329	50.93	-9.3E-01	rgb( 16, 95,252)	1.9986	None
GATA2	EPB41L4B	-0.38006	43.71	-7.1E-01	rgb( 63,123,244)	1.8542	None
HOXD4	EPB41L4B	-0.86846	50.69	-6.9E-01	rgb( 68,127,243)	1.9938	None
LHX8	EPB41L4B	0.5157	49.91	0.907	rgb(227, 44, 45)	1.9782	None
NEUROG3	EPB41L4B	0.92054	50.98	0.978	rgb(228, 30, 32)	1.9996	None
EGR3	GADD45A	-0.71629	49.59	-5.9E-01	rgb( 88,139,240)	1.9718	None
GATA2	GADD45A	-0.83647	50.61	-6.1E-01	rgb( 84,136,240)	1.9922	None
HOXD4	GADD45A	-0.62474	48.41	-4.1E-01	rgb(127,162,233)	1.9482	None
NEUROG3	GADD45A	0.98266	51	0.999	rgb(228, 26, 28)	2	None
