TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
FOXC1	ABLIM2	0.24046	40.77	0.772	rgb(225, 70, 71)	1.7954	None
NKX2-8	ABLIM2	-0.87528	50.96	-9.6E-01	rgb(  9, 90,253)	1.9992	None
IRF4	ACO1	-0.27385	48.82	-8.2E-01	rgb( 39,109,248)	1.9564	None
NKX2-8	ACO1	0.3735	49.32	0.319	rgb(221,156,157)	1.9664	None
ALX4	ACOT12	-0.43438	49.71	-7.1E-01	rgb( 64,124,244)	1.9742	None
NKX2-8	ACOT12	-0.38135	43.74	-7.4E-01	rgb( 56,119,245)	1.8548	None
IRF4	ACTA2	-0.27059	48.81	-8.1E-01	rgb( 40,110,248)	1.9562	None
MAFA	ACTA2	0.14415	47.37	0.579	rgb(223,106,108)	1.9274	None
ALX4	ACVR1C	-0.31768	42.52	-5.2E-01	rgb(104,148,237)	1.8304	None
MAFA	ACVR1C	-0.14257	47.97	-9.7E-01	rgb(  6, 89,254)	1.9394	None
NKX2-8	ACVR1C	0.55921	49.98	0.984	rgb(228, 29, 31)	1.9796	None
ALX4	ADAM12	-0.36309	45.29	-5.0E-01	rgb(109,151,236)	1.8858	None
FOXC1	ADAM12	0.96932	50.87	0.867	rgb(227, 51, 53)	1.9974	None
ALX4	ADAM28	-0.094154	37.46	-4.6E-01	rgb(118,157,234)	1.7292	None
IRF4	ADAM28	-0.4862	49.85	-8.5E-01	rgb( 32,104,249)	1.977	None
MAFA	ADAM28	-0.82833	50.93	-9.3E-01	rgb( 15, 94,252)	1.9986	None
IRF4	ADAMTS17	0.76467	50.88	0.878	rgb(227, 49, 51)	1.9976	None
MAFA	ADAMTS17	0.49954	49.88	0.878	rgb(227, 49, 51)	1.9776	None
FOXC1	ADAMTS5	0.26747	48.8	0.803	rgb(226, 64, 65)	1.956	None
IRF4	ADAMTS5	0.56636	49.99	0.99	rgb(228, 28, 30)	1.9798	None
FOXC1	ADAMTSL1	0.29797	42.23	0.234	rgb(220,172,173)	1.8246	None
IRF4	ADAMTSL1	0.52681	49.93	0.927	rgb(227, 40, 42)	1.9786	None
ALX4	ADH1A	-0.40803	49.6	-6.0E-01	rgb( 87,138,240)	1.972	None
FOXC1	ADH1A	0.042001	47.51	0.506	rgb(223,120,121)	1.9302	None
IRF4	ADH1A	-0.69826	50.79	-7.9E-01	rgb( 46,113,247)	1.9958	None
MAFA	ADH1A	-0.50401	48.5	-5.0E-01	rgb(107,150,236)	1.95	None
NKX2-8	ADH1A	-0.51974	46.54	-5.4E-01	rgb( 99,145,238)	1.9108	None
ALX4	ADH1B	-0.37504	49.34	-3.4E-01	rgb(144,173,230)	1.9668	None
IRF4	ADH1B	-0.18351	48.41	-4.1E-01	rgb(129,163,232)	1.9482	None
MAFA	ADH1B	-0.93799	50.82	-8.2E-01	rgb( 39,109,248)	1.9964	None
MAFA	ADRA2A	0.78761	50.9	0.897	rgb(227, 46, 47)	1.998	None
NKX2-8	ADRA2A	-0.68649	50.77	-7.7E-01	rgb( 49,115,246)	1.9954	None
ALX4	ADRA2B	0.94964	50.99	0.992	rgb(228, 27, 29)	1.9998	None
IRF4	ADRA2B	0.92054	50.98	0.981	rgb(228, 30, 32)	1.9996	None
NKX2-8	ADRA2B	0.5724	47.51	0.509	rgb(223,120,121)	1.9302	None
ALX4	AF116693	0.61576	50.53	0.526	rgb(223,116,118)	1.9906	2,2
IRF4	AF116693	0.63368	50.62	0.621	rgb(224, 98,100)	1.9924	2,2
ALX4	AFAP1L2	0.78761	50.9	0.904	rgb(227, 44, 46)	1.998	None
MAFA	AFAP1L2	-0.26333	48.79	-7.9E-01	rgb( 46,113,247)	1.9558	None
NKX2-8	AFAP1L2	0.23797	48.7	0.701	rgb(225, 83, 84)	1.954	None
ALX4	AGAP2-AS1	0.64222	50.65	0.654	rgb(224, 92, 93)	1.993	None
MAFA	AGAP2-AS1	0.25197	48.75	0.746	rgb(225, 75, 76)	1.955	None
IRF4	AGT	-0.4862	49.85	-8.5E-01	rgb( 32,104,249)	1.977	None
MAFA	AGT	0.75609	50.87	0.872	rgb(227, 50, 52)	1.9974	None
NKX2-8	AGT	-0.94327	50.84	-8.4E-01	rgb( 34,106,249)	1.9968	None
ALX4	AGTR1	-0.48118	49.84	-8.4E-01	rgb( 35,106,249)	1.9768	None
IRF4	AGTR1	0.057064	47.61	0.615	rgb(224,100,101)	1.9322	None
MAFA	AGTR1	-0.025252	47.36	-3.6E-01	rgb(140,170,231)	1.9272	None
IRF4	AJ420422	-0.1963	48.51	-5.1E-01	rgb(106,149,236)	1.9502	2,2
MAFA	AJ420422	-0.014697	47.24	-2.4E-01	rgb(164,185,226)	1.9248	2,2
NKX2-2	AJ420422	-0.30475	42.35	-3.5E-01	rgb(140,170,230)	1.827	2,2
MAFA	AK054990	-0.02954	47.41	-4.1E-01	rgb(127,162,233)	1.9282	2,2
NKX2-8	AK054990	0.63368	50.62	0.615	rgb(224, 99,101)	1.9924	2,2
ALX4	AK094611	-0.42151	49.66	-6.6E-01	rgb( 74,130,242)	1.9732	2,2
MAFA	AK094611	0.42151	49.66	0.656	rgb(224, 92, 93)	1.9732	2,2
ALX4	AK096314	-0.82448	50.57	-5.7E-01	rgb( 94,142,239)	1.9914	2,2
IRF4	AK096314	-0.7971	50.4	-5.9E-01	rgb( 90,140,239)	1.988	2,2
NKX2-8	AK096314	-0.02954	47.41	-4.1E-01	rgb(128,163,233)	1.9282	2,2
IRF4	AK097012	-0.1963	48.51	-5.1E-01	rgb(106,149,236)	1.9502	2,2
MAFA	AK097012	-0.014697	47.24	-2.4E-01	rgb(164,185,226)	1.9248	2,2
NKX2-2	AK097012	-0.30475	42.35	-3.5E-01	rgb(140,170,230)	1.827	2,2
FOXC1	AK097288	0.27722	41.59	0.594	rgb(224,104,105)	1.8118	2,2
IRF4	AK097288	0.89841	50.97	0.972	rgb(228, 31, 33)	1.9994	2,2
MAFA	AK097288	0.048891	47.56	0.559	rgb(223,110,111)	1.9312	2,2
ALX4	AK128833	-0.046582	36.37	-3.7E-01	rgb(137,168,231)	1.7074	2,2
NKX2-2	AK128833	-0.57097	47.48	-4.8E-01	rgb(113,154,235)	1.9296	2,2
ALX4	AK129879	-0.85509	50.67	-6.7E-01	rgb( 71,128,243)	1.9934	2,2
MAFA	AK129879	-0.45351	49.77	-7.7E-01	rgb( 50,115,246)	1.9754	2,2
MAFA	AK308605	0.077918	47.72	0.719	rgb(225, 80, 81)	1.9344	2,2
NKX2-2	AK308605	0.65758	48.71	0.71	rgb(225, 81, 83)	1.9542	2,2
ALX4	AK308944	0.22672	48.66	0.66	rgb(224, 91, 92)	1.9532	2,2
NKX2-8	AK308944	0.074876	37.14	0.144	rgb(219,189,190)	1.7228	2,2
MAFA	AK316321	0.064101	47.65	0.646	rgb(224, 94, 95)	1.933	2,2
NKX2-8	AK316321	-0.18461	48.42	-4.2E-01	rgb(126,162,233)	1.9484	2,2
FOXC1	AK5	0.25985	41.36	0.365	rgb(221,147,148)	1.8072	None
IRF4	AK5	0.72421	50.83	0.834	rgb(226, 58, 59)	1.9966	None
ALX4	AL157440	0.63148	50.61	0.609	rgb(224,101,102)	1.9922	2,2
NKX2-8	AL157440	0.44259	45.03	0.034	rgb(217,210,210)	1.8806	2,2
ALX4	AL832212	0.6516	50.68	0.677	rgb(224, 88, 89)	1.9936	2,2
MAFA	AL832212	-0.58171	50.09	-9.5E-02	rgb(196,204,221)	1.9818	2,2
IRF4	ALPK2	-0.21459	48.61	-6.1E-01	rgb( 85,137,240)	1.9522	None
MAFA	ALPK2	-0.26333	48.79	-7.9E-01	rgb( 45,113,247)	1.9558	None
ALX4	ALPP	-0.067326	47.67	-6.7E-01	rgb( 72,129,242)	1.9334	None
IRF4	ALPP	-0.79963	50.91	-9.1E-01	rgb( 20, 97,251)	1.9982	None
MAFA	ALPP	-0.08796	47.77	-7.7E-01	rgb( 51,116,246)	1.9354	None
MAFA	ANG	0.68122	50.76	0.765	rgb(225, 71, 72)	1.9952	None
NKX2-8	ANG	-0.38673	49.45	-4.5E-01	rgb(120,158,234)	1.969	None
ALX4	ANGPT2	-0.81187	50.92	-9.2E-01	rgb( 17, 95,252)	1.9984	None
MAFA	ANGPT2	0.49492	49.87	0.866	rgb(227, 52, 53)	1.9774	None
NKX2-8	ANGPT2	-0.11614	47.88	-8.8E-01	rgb( 26,101,250)	1.9376	None
ALX4	ANGPTL4	-0.14994	48	-1	rgb(  0, 85,255)	1.94	None
MAFA	ANGPTL4	0.35356	49	1	rgb(228, 26, 28)	1.96	None
FOXC1	ANKRD20A8P	-0.85509	50.67	-6.7E-01	rgb( 71,128,243)	1.9934	None
MAFA	ANKRD20A8P	-0.92054	50.98	-9.8E-01	rgb(  4, 88,254)	1.9996	None
FOXC1	ANKRD29	-0.23518	48.69	-6.9E-01	rgb( 67,126,243)	1.9538	None
MAFA	ANKRD29	0.087154	37.35	0.35	rgb(221,150,151)	1.727	None
ALX4	ANKRD37	-0.27759	41.6	-6.0E-01	rgb( 88,138,240)	1.812	None
MAFA	ANKRD37	-0.82833	50.93	-9.3E-01	rgb( 15, 94,252)	1.9986	None
NKX2-2	ANKRD37	0.49727	46.11	0.108	rgb(218,196,197)	1.9022	None
FOXC1	ANO9	0.1698	39.34	0.344	rgb(221,151,152)	1.7668	None
MAFA	ANO9	-0.2947	48.87	-8.7E-01	rgb( 28,102,250)	1.9574	None
MAFA	ANXA1	-0.8413	50.94	-9.4E-01	rgb( 12, 92,253)	1.9988	None
NKX2-8	ANXA1	-0.36243	49.15	-1.5E-01	rgb(184,197,223)	1.963	None
MAFA	ANXA13	0.7101	50.81	0.809	rgb(226, 62, 64)	1.9962	None
NKX2-2	ANXA13	-0.24552	41.07	-7.2E-02	rgb(201,207,220)	1.8014	None
FOXC1	AP3B2	0.89298	50.75	0.75	rgb(225, 74, 75)	1.995	None
