	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU2F2	POU5F1	PROX1	RFX6	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853	ZNF883
BIOCARTA_ACE2_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06383845803382071	1	1	1	1	1	1	0.04793506021806482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_BAD_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04120140244406589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045651124428268686	1	1	0.024912387067682396	1	1	1	1	1	1	1	1	1	1	0.044082369343417804	0.018539021404908262	1	1	1	1	1	1	1
BIOCARTA_BOTULIN_PATHWAY	1	1	0.00012511888212674016	1	1	1	1	1	1	1	1	1	1	1	0.0002965508444219278	0.006141512301207852	1	1	0.004762024824211619	1	1	1	1	1	1	1	1	1	1	1	1	0.00014392463890833262	0.0001807590640298118	0.009434955190604333	0.00969846593016821	1	1	1	0.00011465384442921334	1	1	0.007101873401643366	1	1	1	1	1	1	1	0.004209289814422257	1	0.006613465349603054	1	0.00046666181997745415	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_CARDIACEGF_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016989646282422166	1	0.07176474175451275	1	1	1	1	1	1	1	1	1	0.08602054331996167	1	1	1	1	1	1	1	1	1	1	1	1	0.07760035835970047	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_CK1_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05070672501161155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_GHRELIN_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05938236295168031	0.06146478350062168	0.04188544360159541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_IL2RB_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09119564857535423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_KERATINOCYTE_PATHWAY	1	0.06548960778965962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02089148482908887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05709911349146579	1	1	1	1	1	1	1
BIOCARTA_LAIR_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07782893974094285	1	1	1	0.044800284448543004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
BIOCARTA_LIS1_PATHWAY	1	1	1	0.028578910381064304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
