TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
NR4A3	A1CF	0.57328	47.53	0.532	rgb(223,115,116)	1.9306	None
TBX2	A1CF	0.54535	49.96	0.957	rgb(228, 34, 36)	1.9792	None
TBX20	A1CF	0.78369	50.17	0.981	rgb(228, 30, 32)	1.9834	None
FEV	AB074166	-0.55661	47.31	-3.1E-01	rgb(149,175,229)	1.9262	2,2
TBX2	AB074166	0.44336	45.12	0.115	rgb(218,195,195)	1.8824	2,2
TBX20	AB074188	-0.0006597	35.28	-2.8E-01	rgb(155,179,228)	1.6856	2,2
TBX20	ABLIM2	-0.36353	49.17	-1.7E-01	rgb(181,195,223)	1.9634	None
TBX2	ABTB1	0.74627	49.74	0.743	rgb(225, 75, 77)	1.9748	None
ZIC2	ABTB1	0.46403	45.5	0.496	rgb(222,122,123)	1.89	None
TBX20	ACO1	-0.73879	50.85	-8.5E-01	rgb( 34,105,249)	1.997	None
NR4A3	ACOT12	0.44024	44.86	0.861	rgb(226, 53, 54)	1.8772	None
TBX2	ACOT12	-0.97266	50.88	-8.8E-01	rgb( 26,101,251)	1.9976	None
TBX20	ACOT12	0.46502	49.8	0.804	rgb(226, 64, 65)	1.976	None
FEV	ACTL6B	0.85509	50.95	0.954	rgb(227, 35, 37)	1.999	None
NR4A3	ADAM28	0.4718	45.59	0.594	rgb(224,104,105)	1.8918	None
TBX20	ADAMTS15	0.52538	46.61	0.609	rgb(224,101,102)	1.9122	None
NR4A3	ADAMTS20	-0.8508	50.65	-6.5E-01	rgb( 75,131,242)	1.993	None
TBX20	ADAMTS9	0.34198	48.98	0.985	rgb(228, 29, 31)	1.9596	None
FEV	ADAMTSL1	0.53245	49.94	0.941	rgb(227, 37, 39)	1.9788	None
NR4A3	ADAMTSL1	0.40319	44.36	0.364	rgb(221,147,148)	1.8672	None
TBX20	ADAMTSL1	0.82225	50.55	0.919	rgb(227, 42, 43)	1.991	None
FEV	ADCY1	0.92054	50.98	0.978	rgb(228, 30, 32)	1.9996	None
NR4A3	ADCY1	0.93799	50.82	0.818	rgb(226, 61, 62)	1.9964	None
TBX20	ADCY1	0.11237	42	0.016	rgb(217,214,214)	1.82	None
TBX2	ADCY9	0.7319	50.84	0.838	rgb(226, 57, 59)	1.9968	None
TBX20	ADCY9	-0.75393	49.78	-7.8E-01	rgb( 48,114,247)	1.9756	None
NR4A3	ADCYAP1	0.22818	40.55	0.548	rgb(223,112,113)	1.791	None
ZIC2	ADCYAP1R1	0.55093	47.18	0.182	rgb(219,182,183)	1.9236	None
TBX20	ADRA2A	0.62379	50.57	0.567	rgb(223,109,110)	1.9914	None
TBX20	AF116693	0.40748	44.42	0.422	rgb(222,136,137)	1.8684	2,2
