TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
HOXD4	ABCC8	-0.038886	47.49	-4.9E-01	rgb(112,153,235)	1.9298	None
LHX8	ABTB1	-0.74818	50.86	-8.6E-01	rgb( 30,103,250)	1.9972	None
LHX8	ACOX3	-0.41854	49.65	-6.5E-01	rgb( 77,132,242)	1.973	None
EGR3	ACTA1	0.49492	49.87	0.87	rgb(227, 51, 53)	1.9774	None
EGR3	ACTA2	-0.0086494	47.14	-1.4E-01	rgb(186,198,222)	1.9228	None
EGR3	ACTC1	0.30665	48.9	0.898	rgb(227, 45, 47)	1.958	None
EGR3	ACTG2	0.67686	48.9	0.901	rgb(227, 45, 47)	1.958	None
NEUROG3	ACTG2	-0.74818	50.86	-8.6E-01	rgb( 31,104,250)	1.9972	None
GATA2	ADAM12	-0.48935	45.78	-7.8E-01	rgb( 49,115,246)	1.8956	None
HOXD4	ADAM12	-0.10522	37.69	-6.9E-01	rgb( 68,126,243)	1.7338	None
NEUROG3	ADAM12	0.59271	47.71	0.709	rgb(225, 82, 83)	1.9342	None
GATA2	ADAMTS12	-0.044603	47.53	-5.3E-01	rgb(102,147,237)	1.9306	None
LHX8	ADAMTS12	0.47653	49.83	0.826	rgb(226, 59, 61)	1.9766	None
GATA2	ADAMTS17	0.086128	47.76	0.76	rgb(225, 72, 73)	1.9352	None
HOXD4	ADAMTS17	0.87528	50.96	0.958	rgb(228, 34, 36)	1.9992	None
LHX8	ADAMTS20	0.86648	50.68	0.683	rgb(225, 86, 88)	1.9936	None
LHX8	ADAMTS5	0.11878	47.89	0.891	rgb(227, 47, 49)	1.9378	None
LHX8	ADAMTSL1	0.66876	50.73	0.735	rgb(225, 77, 78)	1.9946	None
EGR3	ADCK3	-0.43134	44.69	-6.9E-01	rgb( 68,126,243)	1.8738	2,2
EGR1	ADCY9	-0.26923	41.49	-4.9E-01	rgb(110,152,236)	1.8098	None
GATA2	ADCY9	-0.0068902	35.38	-3.8E-01	rgb(134,166,232)	1.6876	None
NEUROG3	ADCY9	0.83837	50.62	0.62	rgb(224, 99,100)	1.9924	None
EGR3	ADCYAP1R1	-0.75331	49.77	-7.7E-01	rgb( 51,116,246)	1.9754	None
HOXD4	ADCYAP1R1	0.69196	50.78	0.776	rgb(226, 69, 70)	1.9956	None
EGR3	ADRA2A	-0.86648	50.68	-6.8E-01	rgb( 69,127,243)	1.9936	None
LHX8	ADRA2B	-0.49492	49.87	-8.7E-01	rgb( 29,102,250)	1.9774	None
LHX8	AF116693	-0.70328	50.8	-8.0E-01	rgb( 44,112,247)	1.996	2,2
LHX8	AFP	0.27385	48.82	0.821	rgb(226, 60, 62)	1.9564	None
GATA2	AGT	-0.55624	47.28	-2.8E-01	rgb(157,180,228)	1.9256	None
NEUROG3	AGT	0.21268	48.6	0.596	rgb(224,103,104)	1.952	None
LHX8	AHNAK	0.89298	50.75	0.749	rgb(225, 74, 75)	1.995	None
NEUROG3	AHNAK	-0.79513	50.36	-3.6E-01	rgb(138,169,231)	1.9872	None
HOXD4	AJ420489	0.6545	50.69	0.692	rgb(225, 85, 86)	1.9938	2,2
LHX8	AK022787	0.44669	49.75	0.755	rgb(225, 73, 74)	1.975	2,2
NEUROG3	AK026379	0.79868	50.43	0.428	rgb(222,135,136)	1.9886	2,2
EGR3	AK094963	-0.023273	35.66	-6.6E-01	rgb( 74,130,242)	1.6932	2,2
HOXD4	AK094963	-0.1473	38.63	-6.3E-01	rgb( 81,134,241)	1.7526	2,2
NEUROG3	AK094963	-0.15576	39.04	-3.6E-02	rgb(209,212,218)	1.7608	2,2
HOXD4	AK125288	0.19337	48.49	0.493	rgb(222,123,124)	1.9498	2,2
LHX8	AK125288	-0.50453	49.89	-8.9E-01	rgb( 25,100,251)	1.9778	2,2
HOXD4	AK126380	0.6007	50.41	0.406	rgb(221,139,140)	1.9882	2,2
NEUROG3	AK131337	-0.08173	37.27	-2.7E-01	rgb(159,182,227)	1.7254	2,2
HOXD4	AK308944	0.0061939	35.37	0.37	rgb(221,146,147)	1.6874	2,2
NEUROG3	AK308944	-0.36529	49.2	-2.0E-01	rgb(173,191,225)	1.964	2,2
LHX8	AK316321	-0.78761	50.9	-9.0E-01	rgb( 23, 99,251)	1.998	2,2
NEUROG3	AK5	0.14693	38.62	0.624	rgb(224, 98, 99)	1.7524	None
GATA2	AL049415	-0.17017	39.35	-3.5E-01	rgb(141,171,230)	1.767	2,2
LHX8	AL109792	0.81187	50.92	0.921	rgb(227, 41, 43)	1.9984	2,2
EGR3	AL117485	-0.87293	50.71	-7.1E-01	rgb( 64,124,244)	1.9942	2,2
GATA2	AL117485	-0.031409	36.1	-1.0E-01	rgb(195,203,221)	1.702	2,2
HOXD4	AL137522	0.78761	50.9	0.895	rgb(227, 46, 48)	1.998	2,2
GATA2	ALDH1A3	0.4376	49.72	0.716	rgb(225, 80, 82)	1.9744	None
EGR3	ALPK2	0.22305	40.49	0.493	rgb(222,123,124)	1.7898	None
GATA2	ALPK2	0.6004	47.79	0.794	rgb(226, 65, 67)	1.9358	None
NEUROG3	ALPK2	-0.83647	50.61	-6.1E-01	rgb( 84,136,240)	1.9922	None
GATA2	ALPP	0.34176	43.11	0.108	rgb(218,196,197)	1.8422	None
HOXD4	ALS2CR11	0.85281	50.66	0.661	rgb(224, 91, 92)	1.9932	2,2
LHX8	ALX4	0.20454	40.2	0.197	rgb(219,179,180)	1.784	None
EGR3	AMBP	-0.70068	49.47	-4.7E-01	rgb(115,155,235)	1.9694	None
GATA2	AMBP	-0.40898	44.43	-4.3E-01	rgb(123,160,234)	1.8686	None
NEUROG3	AMBP	0.75609	50.87	0.874	rgb(227, 50, 52)	1.9974	None
NEUROG3	AMER3	0.3094	42.42	0.421	rgb(222,137,137)	1.8284	None
LHX8	AMPH	0.7101	50.81	0.811	rgb(226, 62, 64)	1.9962	None
LHX8	ANGPT2	-0.77222	49.88	-8.8E-01	rgb( 25,100,251)	1.9776	None
NEUROG3	ANGPT2	0.94964	50.99	0.994	rgb(228, 27, 29)	1.9998	None
EGR1	ANGPTL2	-0.35635	43.43	-4.3E-01	rgb(123,160,234)	1.8486	None
EGR1	ANGPTL4	-0.3934	44.16	-1.6E-01	rgb(181,195,223)	1.8632	None
HOXD4	ANGPTL4	-0.55921	49.98	-9.8E-01	rgb(  4, 87,254)	1.9796	None
EGR3	ANK1	-0.49071	45.83	-8.3E-01	rgb( 37,107,249)	1.8966	None
HOXD4	ANK1	0.13945	47.96	0.956	rgb(228, 34, 36)	1.9392	None
EGR3	ANKH	-0.48422	45.7	-7.0E-01	rgb( 64,124,244)	1.894	None
GATA2	ANKH	0.55921	49.98	0.979	rgb(228, 30, 32)	1.9796	None
LHX8	ANKH	0.33432	48.96	0.96	rgb(228, 34, 36)	1.9592	None
NEUROG3	ANKH	0.88631	50.72	0.72	rgb(225, 79, 81)	1.9944	None
LHX8	ANKRD29	-0.069782	47.68	-6.8E-01	rgb( 69,127,243)	1.9336	None
EGR3	ANKRD50	-0.43082	44.68	-6.8E-01	rgb( 69,127,243)	1.8736	None
HOXD4	ANKRD50	-0.91552	50.79	-7.9E-01	rgb( 46,113,247)	1.9958	None
LHX8	ANKRD50	-0.40982	49.61	-6.8E-01	rgb( 69,127,243)	1.9722	None
NEUROG3	ANKRD50	0.55921	49.98	0.975	rgb(228, 31, 33)	1.9796	None
EGR3	ANKRD65	-0.71629	49.59	-5.9E-01	rgb( 88,139,240)	1.9718	None
LHX8	ANKRD65	0.50922	49.9	0.901	rgb(227, 45, 47)	1.978	None
GATA2	ANKS1B	0.16434	48.22	0.22	rgb(219,175,175)	1.9444	None
LHX8	ANKS1B	0.17739	48.36	0.357	rgb(221,149,149)	1.9472	None
GATA2	ANXA1	0.88811	50.73	0.727	rgb(225, 78, 80)	1.9946	None
GATA2	ANXA13	0.49093	48.24	0.843	rgb(226, 56, 58)	1.9448	None
LHX8	ANXA13	-0.39938	49.55	-7.8E-01	rgb( 48,114,247)	1.971	None
EGR3	ANXA6	-0.60425	47.85	-8.5E-01	rgb( 32,104,249)	1.937	None
HOXD4	ANXA6	-0.99905	50.97	-9.7E-01	rgb(  7, 89,254)	1.9994	None
LHX8	ANXA6	0.61089	48.12	0.12	rgb(218,194,194)	1.9424	None
NEUROG3	ANXA6	0.82833	50.93	0.928	rgb(227, 40, 42)	1.9986	None
NEUROG3	ANXA9	-0.30665	48.9	-9.0E-01	rgb( 22, 98,251)	1.958	None
HOXD4	APOC3	0.21008	48.59	0.589	rgb(223,105,106)	1.9518	None
LHX8	APOH	-0.24809	48.74	-7.4E-01	rgb( 57,119,245)	1.9548	None
EGR3	ARHGAP9	-0.93487	50.81	-8.1E-01	rgb( 42,110,248)	1.9962	None
GATA2	ARHGAP9	-0.80993	50.5	-5.0E-01	rgb(109,151,236)	1.99	None
HOXD4	ARHGAP9	-0.58585	47.65	-6.5E-01	rgb( 75,131,242)	1.933	None
NEUROG3	ARHGAP9	0.095254	47.8	0.798	rgb(226, 65, 66)	1.936	None
LHX8	ARHGEF6	0.30284	48.89	0.892	rgb(227, 47, 48)	1.9578	None
EGR1	ARID5B	0.67081	48.81	0.811	rgb(226, 62, 64)	1.9562	None
NEUROG3	ARID5B	-0.70328	50.8	-8.0E-01	rgb( 43,111,247)	1.996	None
EGR1	ARL6	-0.10548	47.84	-8.4E-01	rgb( 36,107,249)	1.9368	None
LHX8	ARMC3	0.12146	47.9	0.899	rgb(227, 45, 47)	1.938	None
LHX8	ARRDC4	-0.45736	45.41	-4.1E-01	rgb(128,163,233)	1.8882	None
NEUROG3	ARRDC4	0.99692	50.95	0.949	rgb(227, 36, 38)	1.999	None
EGR3	ASCL2	-0.37391	43.63	-6.3E-01	rgb( 80,134,241)	1.8526	None
HOXD4	ASCL2	-0.35686	49.03	-3.4E-02	rgb(210,213,218)	1.9606	None
EGR1	ASIC4	-0.91552	50.79	-7.9E-01	rgb( 46,113,247)	1.9958	None
EGR3	ASIC4	-0.91021	50.77	-7.7E-01	rgb( 50,115,246)	1.9954	None
LHX8	ASIC4	-0.72864	49.65	-6.5E-01	rgb( 75,131,242)	1.973	None
NEUROG3	ASIC4	0.78725	50.31	0.307	rgb(220,158,159)	1.9862	None
GATA2	ASPHD1	0.16822	39.32	0.319	rgb(221,156,157)	1.7664	None
LHX8	ATCAY	0.89841	50.97	0.971	rgb(228, 32, 33)	1.9994	None
EGR3	ATOH7	-0.91021	50.77	-7.7E-01	rgb( 50,115,246)	1.9954	None
GATA2	ATOH7	-0.93487	50.81	-8.1E-01	rgb( 40,110,248)	1.9962	None
HOXD4	ATOH7	-0.94678	50.85	-8.5E-01	rgb( 32,104,249)	1.997	None
LHX8	ATOH7	-0.42408	44.62	-6.2E-01	rgb( 81,135,241)	1.8724	None
NEUROG3	ATOH7	0.94964	50.99	0.99	rgb(228, 28, 30)	1.9998	None
EGR3	ATOH8	-0.55191	47.24	-2.4E-01	rgb(166,186,226)	1.9248	None
LHX8	ATOH8	0.77526	50.89	0.893	rgb(227, 46, 48)	1.9978	None
NEUROG3	ATOH8	0.6902	49.35	0.348	rgb(221,151,151)	1.967	None
EGR3	ATP12A	-0.38538	43.81	-8.1E-01	rgb( 41,110,248)	1.8562	None
LHX8	ATP12A	0.39296	45.82	0.823	rgb(226, 60, 61)	1.8964	None
LHX8	ATP1A3	0.43211	49.7	0.701	rgb(225, 83, 84)	1.974	None
EGR3	ATP1B2	-0.48004	45.66	-6.6E-01	rgb( 75,130,242)	1.8932	None
LHX8	ATP2A3	0.4376	49.72	0.718	rgb(225, 80, 81)	1.9744	None
NEUROG3	ATP2A3	0.91277	50.78	0.783	rgb(226, 67, 69)	1.9956	None
HOXD4	ATP2B2	-0.44959	45.29	-2.9E-01	rgb(155,179,228)	1.8858	None
LHX8	ATP8A1	0.3698	49.27	0.272	rgb(220,165,166)	1.9654	None
LHX8	AVPR1A	0.89841	50.97	0.969	rgb(228, 32, 34)	1.9994	None
NEUROG3	B2M	0.81964	50.52	0.521	rgb(223,117,118)	1.9904	None
GATA2	B3GAT1	0.77526	50.89	0.891	rgb(227, 47, 49)	1.9978	None
EGR1	BAALC	-0.71552	49.58	-5.8E-01	rgb( 92,141,239)	1.9716	None
EGR3	BAALC	-0.63104	48.49	-4.9E-01	rgb(110,152,236)	1.9498	None
GATA2	BAALC	-0.45248	45.33	-3.3E-01	rgb(145,173,230)	1.8866	None
LHX8	BAALC	0.92054	50.98	0.979	rgb(228, 30, 32)	1.9996	None
NEUROG3	BAALC	0.96661	50.86	0.86	rgb(226, 53, 55)	1.9972	None
GATA2	BACH2	0.74818	50.86	0.865	rgb(227, 52, 54)	1.9972	None
HOXD4	BC014312	-0.1337	47.94	-9.4E-01	rgb( 13, 93,253)	1.9388	2,2
LHX8	BC014312	0.31028	48.91	0.909	rgb(227, 43, 45)	1.9582	2,2
LHX8	BC021061	-0.50922	49.9	-9.0E-01	rgb( 22, 99,251)	1.978	2,2
HOXD4	BC032415	0.25783	48.77	0.766	rgb(225, 71, 72)	1.9554	2,2
LHX8	BC040577	-0.23797	48.7	-7.0E-01	rgb( 66,125,243)	1.954	2,2
HOXD4	BC043529	0.10332	47.83	0.827	rgb(226, 59, 61)	1.9366	2,2
GATA2	BC069815	0.3591	43.46	0.459	rgb(222,129,130)	1.8492	2,2
EGR1	BC070093	0.2987	42.26	0.262	rgb(220,167,167)	1.8252	2,2
LHX8	BC070093	-0.92054	50.98	-9.8E-01	rgb(  4, 87,254)	1.9996	2,2
EGR3	BC084558	-0.76049	49.8	-8.0E-01	rgb( 43,111,247)	1.976	2,2
LHX8	BC087859	-0.66187	50.71	-7.1E-01	rgb( 64,124,244)	1.9942	2,2
HOXD4	BC133018	-0.0017959	47.04	-3.7E-02	rgb(209,212,218)	1.9208	2,2
LHX8	BCAN	0.94964	50.99	0.994	rgb(228, 27, 29)	1.9998	None
HOXD4	BDKRB2	-0.53245	49.94	-9.4E-01	rgb( 13, 93,253)	1.9788	None
EGR3	BDNF	0.92054	50.98	0.98	rgb(228, 30, 32)	1.9996	None
LHX8	BDNF	-0.4376	49.72	-7.2E-01	rgb( 61,122,244)	1.9744	None
LHX8	BEND7	-0.28268	48.84	-8.4E-01	rgb( 35,106,249)	1.9568	None
EGR3	BHMT	-0.82327	50.56	-5.6E-01	rgb( 96,143,238)	1.9912	None
LHX8	BSN	0.41279	49.62	0.616	rgb(224, 99,101)	1.9724	None
LHX8	BTBD11	0.7319	50.84	0.843	rgb(226, 56, 58)	1.9968	None
LHX8	BTBD17	0.39765	49.53	0.532	rgb(223,115,117)	1.9706	None
HOXD4	BTG2	-0.73561	49.68	-6.8E-01	rgb( 70,127,243)	1.9736	None
LHX8	BTG2	-0.59018	47.69	-6.9E-01	rgb( 67,126,243)	1.9338	None
NEUROG3	BTG2	0.3289	48.95	0.952	rgb(227, 35, 37)	1.959	None
EGR3	BX537481	0.053949	36.48	0.478	rgb(222,126,127)	1.7096	2,2
NEUROG3	C10orf10	0.24075	40.79	0.787	rgb(226, 67, 68)	1.7958	2,2
GATA2	C11orf96	-0.44878	45.26	-2.6E-01	rgb(161,183,227)	1.8852	None
LHX8	C15orf48	-0.092322	47.79	-7.9E-01	rgb( 46,113,247)	1.9358	None
EGR3	C15orf59	-0.99329	50.93	-9.3E-01	rgb( 16, 95,252)	1.9986	2,2
GATA2	C15orf59	-0.99168	50.92	-9.2E-01	rgb( 17, 96,252)	1.9984	2,2
HOXD4	C15orf59	-0.40564	44.38	-3.8E-01	rgb(135,167,231)	1.8676	2,2
LHX8	C15orf59	0.59864	50.39	0.387	rgb(221,143,144)	1.9878	2,2
LHX8	C17orf72	0.52172	49.92	0.924	rgb(227, 41, 42)	1.9784	2,2
GATA2	C19orf77	0.43082	44.68	0.684	rgb(225, 86, 88)	1.8736	2,2
HOXD4	C1QL1	-0.87528	50.96	-9.6E-01	rgb( 10, 91,253)	1.9992	None
NEUROG3	C1QL1	0.99692	50.95	0.952	rgb(227, 35, 37)	1.999	None
EGR3	C1QL3	-0.087154	37.35	-3.5E-01	rgb(140,170,230)	1.727	None
GATA2	C1QL3	-0.78237	50.05	-4.6E-02	rgb(207,211,219)	1.981	None
NEUROG3	C1QL3	0.98266	51	0.998	rgb(228, 26, 28)	2	None
LHX8	C1orf173	0.35617	49.02	0.017	rgb(217,214,214)	1.9604	2,2
NEUROG3	C1orf173	0.82041	50.53	0.533	rgb(223,115,116)	1.9906	2,2
LHX8	C1orf53	-0.41378	44.48	-4.8E-01	rgb(113,154,235)	1.8696	None
EGR3	C2CD2L	-0.78347	50.15	-1.5E-01	rgb(185,198,223)	1.983	None
HOXD4	C2CD4A	-0.4166	49.64	-6.4E-01	rgb( 79,133,241)	1.9728	None
LHX8	C2CD4C	-0.57486	50	-1	rgb(  0, 85,255)	1.98	None
GATA2	C3orf67	0.1473	38.63	0.634	rgb(224, 96, 97)	1.7526	None
LHX8	C3orf80	-0.98266	51	-1	rgb(  1, 86,255)	2	None
NEUROG3	C4orf32	0.19751	40.02	0.016	rgb(217,214,214)	1.7804	2,2
LHX8	C5orf46	-0.2552	48.76	-7.6E-01	rgb( 52,116,246)	1.9552	None
EGR3	C5orf54	-0.78523	50.25	-2.5E-01	rgb(164,184,226)	1.985	2,2
LHX8	C6orf141	-0.41517	49.63	-6.3E-01	rgb( 81,134,241)	1.9726	None
LHX8	C6orf185	-0.032545	47.44	-4.4E-01	rgb(122,159,234)	1.9288	2,2
GATA2	C7	0.53835	49.95	0.948	rgb(227, 36, 38)	1.979	None
HOXD4	C7	0.40634	49.59	0.586	rgb(223,105,106)	1.9718	None
LHX8	C8orf34	-0.76287	49.83	-8.3E-01	rgb( 37,107,249)	1.9766	None
NEUROG3	C8orf34	0.89045	50.74	0.773	rgb(226, 69, 71)	1.9948	None
EGR3	C9orf50	0.76221	49.82	0.821	rgb(226, 60, 62)	1.9764	None
HOXD4	CA3	0.63907	50.64	0.642	rgb(224, 94, 96)	1.9928	None
EGR1	CA8	-0.0093458	35.42	-4.2E-01	rgb(126,161,233)	1.6884	None
LHX8	CA8	0.77526	50.89	0.891	rgb(227, 47, 49)	1.9978	None
NEUROG3	CA8	0.74334	49.71	0.708	rgb(225, 82, 83)	1.9742	None
LHX8	CACNA1A	0.23211	48.68	0.681	rgb(224, 87, 88)	1.9536	None
EGR1	CACNA1B	-0.55921	49.98	-9.8E-01	rgb(  4, 87,254)	1.9796	None
EGR3	CACNA1B	-0.89045	50.74	-7.4E-01	rgb( 57,120,245)	1.9948	None
EGR3	CACNA1C	-0.23485	40.67	-6.7E-01	rgb( 71,128,242)	1.7934	None
EGR3	CACNG7	-0.047022	36.38	-3.8E-01	rgb(136,167,231)	1.7076	None
LHX8	CADPS	-0.60575	47.87	-8.7E-01	rgb( 28,102,250)	1.9374	None
NEUROG3	CADPS	0.97801	50.9	0.901	rgb(227, 45, 47)	1.998	None
LHX8	CALB1	0.29071	48.86	0.863	rgb(226, 52, 54)	1.9572	None
EGR3	CALCA	-0.76401	49.84	-8.4E-01	rgb( 34,106,249)	1.9768	None
GATA2	CALCB	-0.47949	45.65	-6.5E-01	rgb( 75,131,242)	1.893	None
LHX8	CALCB	-0.23797	48.7	-7.0E-01	rgb( 64,124,244)	1.954	None
EGR1	CALCRL	0.14257	47.97	0.966	rgb(228, 32, 34)	1.9394	None
EGR3	CALHM3	-0.08972	37.4	-4.0E-01	rgb(130,164,232)	1.728	None
EGR3	CALN1	-0.41242	44.47	-4.7E-01	rgb(116,155,235)	1.8694	None
LHX8	CALN1	0.26047	48.78	0.78	rgb(226, 68, 70)	1.9556	None
NEUROG3	CALN1	0.91277	50.78	0.777	rgb(226, 69, 70)	1.9956	None
LHX8	CAMKV	0.5157	49.91	0.915	rgb(227, 42, 44)	1.9782	None
GATA2	CAPN14	-0.27059	48.81	-8.1E-01	rgb( 41,110,248)	1.9562	None
LHX8	CAPSL	0.031702	47.43	0.427	rgb(222,135,136)	1.9286	None
NEUROG3	CAPSL	0.52465	46.59	0.595	rgb(224,103,105)	1.9118	None
LHX8	CATSPERG	-0.38882	49.47	-4.7E-01	rgb(114,155,235)	1.9694	None
EGR3	CBLN1	-0.83647	50.61	-6.1E-01	rgb( 84,136,240)	1.9922	None
HOXD4	CBLN1	-0.89298	50.75	-7.5E-01	rgb( 54,118,246)	1.995	None
LHX8	CBLN1	-0.85281	50.66	-6.6E-01	rgb( 73,129,242)	1.9932	None
NEUROG3	CBLN1	0.68089	49.13	0.747	rgb(225, 74, 76)	1.9626	None
HOXD4	CBX7	0.71358	49.56	0.555	rgb(223,111,112)	1.9712	None
LHX8	CBX7	-0.66579	50.72	-7.2E-01	rgb( 62,122,244)	1.9944	None
NEUROG3	CBX7	0.028074	43	0.016	rgb(217,214,214)	1.84	None
HOXD4	CCBE1	0.12146	47.9	0.899	rgb(227, 45, 47)	1.938	None
LHX8	CCDC108	0.067326	47.67	0.672	rgb(224, 89, 90)	1.9334	2,2
LHX8	CCDC152	0.60982	48.08	0.082	rgb(218,201,202)	1.9416	None
GATA2	CCDC74B	0.61118	50.5	0.5	rgb(222,122,123)	1.99	None
GATA2	CCDC80	-0.1547	39.01	-1.5E-02	rgb(214,215,218)	1.7602	None
LHX8	CCDC80	-0.59421	50.33	-3.3E-01	rgb(145,173,230)	1.9866	None
LHX8	CCL2	-0.39373	49.5	-5.0E-01	rgb(109,151,236)	1.97	None
NEUROG3	CCL2	0.16537	39.26	0.261	rgb(220,167,168)	1.7652	None
GATA2	CCND1	0.67711	50.75	0.75	rgb(225, 74, 75)	1.995	None
EGR3	CCNE2	-0.0006597	35.28	-2.8E-01	rgb(157,180,228)	1.6856	None
LHX8	CCNE2	0.98266	51	0.998	rgb(228, 26, 28)	2	None
LHX8	CD274	-0.6545	50.69	-6.9E-01	rgb( 67,126,243)	1.9938	None
GATA2	CDC42EP1	0.060839	47.63	0.635	rgb(224, 96, 97)	1.9326	None
GATA2	CDC42P3	0.2626	41.4	0.402	rgb(221,140,141)	1.808	None
HOXD4	CDC42P3	0.37585	49.35	0.346	rgb(221,151,152)	1.967	None
LHX8	CDC42P3	0.074876	37.14	0.136	rgb(218,191,191)	1.7228	None
GATA2	CDCP1	-0.85281	50.66	-6.6E-01	rgb( 74,130,242)	1.9932	None
HOXD4	CDCP1	-0.76401	49.84	-8.4E-01	rgb( 36,107,249)	1.9768	None
LHX8	CDCP1	0.15716	48.11	0.112	rgb(218,196,196)	1.9422	None
NEUROG3	CDCP1	0.89841	50.97	0.969	rgb(228, 32, 34)	1.9994	None
LHX8	CDH12	-0.5768	47.57	-5.7E-01	rgb( 93,141,239)	1.9314	None
HOXD4	CDH13	0.055562	47.6	0.596	rgb(224,103,104)	1.932	None
HOXD4	CDH22	-0.61118	50.5	-5.0E-01	rgb(108,151,236)	1.99	None
LHX8	CDH22	0.47227	49.82	0.815	rgb(226, 61, 63)	1.9764	None
EGR1	CDH26	-0.56636	49.99	-9.9E-01	rgb(  3, 87,254)	1.9798	None
LHX8	CDH5	-0.75609	50.87	-8.7E-01	rgb( 28,102,250)	1.9974	None
LHX8	CDH9	0.49954	49.88	0.876	rgb(227, 50, 51)	1.9776	None
NEUROG3	CDH9	0.97544	50.89	0.886	rgb(227, 48, 50)	1.9978	None
LHX8	CDHR1	0.59791	50.38	0.384	rgb(221,144,145)	1.9876	None
GATA2	CDHR3	-0.66876	50.73	-7.3E-01	rgb( 59,121,245)	1.9946	None
LHX8	CDKAL1	0.74818	50.86	0.858	rgb(226, 53, 55)	1.9972	None
NEUROG3	CDKAL1	0.5193	46.53	0.534	rgb(223,115,116)	1.9106	None
HOXD4	CEACAM6	-0.82448	50.57	-5.7E-01	rgb( 94,142,239)	1.9914	None
HOXD4	CELA3A	-0.79447	50.35	-3.5E-01	rgb(141,171,230)	1.987	None
NEUROG3	CELA3A	0.92054	50.98	0.977	rgb(228, 30, 32)	1.9996	None
LHX8	CERKL	0.21668	48.62	0.621	rgb(224, 98,100)	1.9524	None
LHX8	CGA	0.29683	42.18	0.184	rgb(219,182,182)	1.8236	None
HOXD4	CGB7	0.025252	47.36	0.356	rgb(221,149,150)	1.9272	None
LHX8	CGREF1	-0.92054	50.98	-9.8E-01	rgb(  5, 88,254)	1.9996	None
HOXD4	CHL1	-0.2851	41.73	-7.3E-01	rgb( 59,121,245)	1.8146	None
