	ASCL1	CCDC17	DPF3	ETV1	FEV	GATA2	HMBOX1	LMX1A	MAFA	MAFB	NEUROD1	NEUROG3	NHLH1	NR4A3	ONECUT1	PAX6	PBX3	POU2F2	RFX6	SIX2	SMAD9	SPIB	TFCP2L1
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1	1	1	0.007055741015068451	1	1	1	0.053604385838290636	0.04747934767122941	0.06508789304210916	2.9575521973912444e-05	0.044297896743985654	0.005517080931059182	1	0.014936003193083414	1	1	1	7.660742362691764e-07	0.03693043640284133	1	0.026719400681454397	0.032448204524698654
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.06116650349136643	4.310800992579633e-05	8.300035927444327e-07	0.011832599156888168	0.0052343607462665975	0.028635653535861727	1	1	0.0379343308356106	0.039746508303754924	1	0.0755933644255613	1	0.023886764469289834	1	0.0027042307347275862	1	1	1	0.018455499435859002	0.02021400189933731	0.021738851101832823	0.03577459642671288
KEGG_TYPE_II_DIABETES_MELLITUS	0.00012162934384463142	1	1	9.415638797294346e-05	0.010815120373839915	6.624555205503313e-07	0.020495697761479414	5.820123624711293e-06	1	0.00012465168541986316	2.208340448561774e-05	0.0036308685546930786	1	0.0030143856729393237	0.005227259349923963	0.014000448504439045	0.009715722561049245	0.014698512617167148	0.003558467620845218	2.1315297141000222e-05	7.154531696196287e-06	0.0013282882249823214	0.09962927923864395
REACTOME_CARDIAC_CONDUCTION	9.983900851096017e-05	1	1	1.870151652760832e-06	5.83136195991818e-05	0.0007211246437412999	0.02652558781148573	0.05542107547067876	4.872116728948939e-07	9.06600283734349e-09	6.154290227244896e-05	3.932539016648917e-08	2.422485726238932e-06	6.598076051300694e-05	7.49099131602815e-05	1.6717288299439304e-05	0.009420980627954378	0.01669890113008854	1.5413174985878797e-05	0.006647767112787251	1.2929077319867588e-07	1.3669243755787264e-06	2.5891056460447537e-05
REACTOME_GABA_B_RECEPTOR_ACTIVATION	8.555063822923703e-05	1	1	0.004731445952996127	5.898587001473832e-05	0.0011747716355070548	1.6289214903597582e-06	0.0004376865558523013	1.9968696083338955e-06	7.482987087992221e-05	1	0.002619225365119604	1	0.00021070065133643734	0.04121831791609809	6.130111368518598e-06	0.0006900608969812039	0.0006369987895130658	0.019765371406847754	1	6.822175964282806e-05	2.3760492373625652e-07	0.00012055280592226936
REACTOME_GABA_RECEPTOR_ACTIVATION	0.0003152304126046168	1	1	0.0003697961177019371	2.5213499557752428e-05	0.00047105889398557643	8.693454594976835e-06	3.0315597851382492e-05	1.957984509304289e-05	6.101354397269887e-05	1	0.0012648277819103937	1	0.0010035677699461454	0.010285833109969	4.332743302293274e-05	0.00024395391514042686	0.0016850199669484756	0.0465303518098259	0.006122276452482978	2.9968866012142215e-05	2.4645142642221174e-06	0.000585842316278673
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.06877782132193277	1	1	0.0051703078066664965	0.0005830558505784955	0.07180169351576204	1	0.04072793850926604	0.011375096281330821	0.03890062721474796	0.009018379889615402	0.003224759891659046	1	9.788830674928306e-07	1	0.030088033157152694	0.03620164657785918	1	0.04513371581884318	0.025966364084125115	0.02074743598818085	1	3.2658527316931085e-06
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	1	5.737745167877506e-07	0.011003460500323636	0.002419279905727656	0.01934087331887102	0.0001203114747850842	1	0.00041839341033722555	0.01119585767272202	0.0034918886813015693	1	0.07243870103273808	1	0.006666368021003066	0.02321186050014412	0.08384765254438509	0.004270160993915528	1	0.02649714752140453	0.0013300385735851572	0.06742335699259683	0.006760101147806563	1
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	1	1	1	0.0004349920640482896	0.02097389399462979	0.0018817406580835527	1	8.625544539730967e-07	1	1	1	0.03801524594933914	1	1	1	0.02508750454001718	0.01947549244269786	1	0.03762746261789429	1	1	0.0015956914189275695	1
REACTOME_INSULIN_PROCESSING	1	1	1	5.901750414283313e-05	0.028371130960689106	9.275326251390048e-06	1	1.0595032617910505e-07	1	0.0009921969053248159	0.016329544847726418	0.005561066095627121	1	0.04641542154832412	1	0.0029519951460933447	1	1	1	0.0425330353818989	0.002451819799332955	0.00255800503724235	1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.000302602743432856	0.011450504035942055	1	0.0016770412768927212	5.728262308934973e-10	2.3098613466387974e-08	6.859722495589082e-07	7.780395439027643e-09	3.2299521601775183e-07	2.9002193868699067e-08	0.0011321543208554496	0.0006403418316572873	1	1.1939042402486777e-06	1.1018813572682973e-07	0.0010864049147502053	0.0005337638711725434	0.06754218085414276	1.434014872148115e-05	6.670988229706687e-06	1.37564690816383e-06	1.558788045530335e-06	0.0002276934259580754
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1.1995361892669365e-06	1	1	0.00021400852262543069	0.004751886236392555	0.054968003381664965	0.011694302153028246	0.0017879531982279984	0.0001182984492493766	2.227651818098586e-05	0.02666274681439451	0.0012082583039694228	1	0.07367275294476694	1	1.7517153555468568e-06	0.004254715127538944	0.008337031743671619	0.0011833230771124414	1	1.1941384333580274e-06	1.3033139719675901e-06	0.007216857892770823
REACTOME_MUSCLE_CONTRACTION	0.0008697299838947847	1	1	2.43382539649728e-05	0.000904808454699646	0.0017546881800178937	0.07174665882686204	0.0885740934358683	1.1296978741359709e-06	6.087688930733748e-08	0.00012165133253150273	4.086309587814085e-06	3.388382723290562e-05	0.00030773924299731803	0.0008768293222223278	0.0003715900355998336	0.012828488640538871	0.0468317713223082	0.00044460420066805284	0.012883616258724473	1.0578694324969717e-06	8.093701073796922e-06	0.0005548974140867635
REACTOME_NEURONAL_SYSTEM	0.0	0.02291013422789212	0.003034587832694391	5.986322548778844e-12	1.033229057867402e-11	3.0875153544940304e-09	4.652649154834876e-09	7.800760037923737e-12	7.175815497362237e-12	1.9598100919893113e-11	2.463653633322238e-07	1.5354862414884707e-07	7.825759445256875e-05	2.684807931530031e-11	5.997636010057761e-08	1.524381521011975e-08	2.7541701397293394e-07	2.776233999746136e-05	2.7895019627521833e-11	5.128909186247199e-09	1.0087042312534322e-11	1.0711449505151904e-09	1.3312010382904305e-09
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	1.52254106988714e-07	0.003464155278580461	0.0004088885147432997	5.040963094282702e-06	7.616426527246034e-07	0.00039130852315871767	4.868037021044103e-06	4.563106735799849e-07	2.9408258606089532e-08	0.0023977453996899545	0.062377210334828126	0.001857260547156736	1	2.2954411821318743e-06	0.004418811415529467	7.35291193367793e-05	0.0006979723406276284	0.008554092690292503	6.62706534981794e-07	4.237619295244244e-05	2.1518885562343826e-09	8.093701073796922e-06	8.552819963369984e-08
REACTOME_PEPTIDE_HORMONE_METABOLISM	1	0.00806716646113148	1	1.2758913885857481e-05	0.0018683844283526874	3.280762661539427e-09	1	0.0	0.03763588083964109	0.000772800595382428	0.027801443248542834	0.007367388421452126	1	0.02833271501759904	0.0300813115619728	0.0028387564176520774	0.05275337779306988	1	1	0.02426065748894468	0.012927051130972478	0.00031565221459617376	0.08286796706204547
REACTOME_PHASE_0_RAPID_DEPOLARISATION	0.021955298855112382	1	1	4.9144573039616724e-05	0.06333987601153201	0.07577799702289689	0.016570700928665638	0.02487105388381572	0.0208470802336016	0.005203999933009684	1	1.3066898720826003e-06	0.0008606604940709639	0.0019876378658009175	0.00026791844043516644	0.0010467858998378654	1	0.01185446163036552	0.002351952722425499	1	0.0008200087860389393	0.0008670589602868262	0.0012826055659671542
REACTOME_PHASE_2_PLATEAU_PHASE	1	1	1	0.05949654913536151	0.024557318012195517	0.029718335001803986	1	0.053604385838290636	0.000375435412070968	0.000734156091285243	1	0.0003242246199151033	1	0.0403326608140413	1.0117711239931992e-06	0.029336336795618534	1	1	0.04385027820314946	0.03693043640284133	0.025990295909512295	0.002041633214902694	0.0027548929958544077
REACTOME_POTASSIUM_CHANNELS	2.3135271476348862e-11	1	1	9.414857782275021e-11	7.318049079163558e-06	1.5595385116973226e-05	0.00011938563986568784	3.2344222319347082e-06	1.8200729812178906e-10	3.158440176065369e-11	5.569498096047454e-08	1.2354814188375585e-06	6.28880796993414e-06	5.183445759604499e-05	0.001050940645069054	1.3010561961124267e-08	5.12066040129211e-05	2.969627707516409e-06	1.2670944848913734e-07	0.008519163729983625	4.828878408247306e-10	1.0442135051080825e-06	2.206353765532576e-05
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	1	1	1	1.88330446271312e-05	1	0.00601389666878549	1	1.4934013868650453e-05	0.009890704281263596	2.3024481163202992e-05	1	0.009183605005331219	1	0.00031557321960185014	9.441160664369619e-07	1	0.004556282303610382	1	9.588091330559045e-06	6.586132559105451e-06	0.00015560621363763794	0.0001626386247229883	0.006598219111992543
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	1	1	1	1	1	1	1	1	0.0019007204049849014	1	1.3093728212787425e-08	0.0017611075543209065	0.00019477829203262687	1	1	1	1	1	1.5476583825613233e-07	1	1	1	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	6.504004048313305e-05	1	1	0.00023717818914015254	4.012276511033974e-09	1.5453967017187153e-07	3.149696327742202e-05	1.705324770284733e-09	1.3643731144874494e-06	6.582453793146925e-08	0.002485550685432547	8.509534890843717e-05	1	6.702172272721185e-06	1.843978377324973e-06	0.0001897174897421694	9.006018670310034e-05	1	9.43310027978761e-07	4.682517497633931e-06	8.272307627787967e-08	1.2500194390696606e-06	0.000255407540948549
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP_	1	1	1	3.979550025823286e-05	0.006890922247057896	0.00032897370680085025	1	1.6583682427295798e-08	1	1	1	0.01279578629818956	1	1	1	0.00829569128499874	0.0063827738980777315	1	0.012659030584130981	1	1	0.00027770852787922795	1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	2.0672309863911664e-07	0.007383954663083947	0.0009035971548300159	5.7520382346076815e-08	7.724568096278972e-09	7.094135963336967e-06	4.163977851412426e-08	3.2289837470500515e-11	1.182026587720486e-09	2.828186056236248e-06	0.013650781870088613	7.267475882566377e-05	1	2.616550309753052e-10	5.302848576138608e-06	6.567000692681013e-06	8.442249285645076e-06	0.004031152826339257	3.4959988237659445e-09	3.0355965630057824e-08	3.9995784462121264e-11	2.0802127798091874e-09	1.0437991138090297e-08
WP_CALCIUM_REGULATION_IN_THE_CARDIAC_CELL	0.00017659363419486596	1	1	9.072794443509835e-07	1.778601086610543e-05	0.0013255620033715276	7.636741187888596e-05	4.6423552557683934e-07	9.501276177936724e-06	4.958230241203232e-05	0.024836728988582357	3.978312749752799e-05	1	9.768238440344135e-10	0.00014371895809672797	0.02416647949004913	9.173418160068891e-05	0.002980786365578969	0.00020777607909894247	1.6751271082693364e-05	3.0677613230833956e-06	3.510823342822711e-06	1.2415232933937759e-06
WP_DOPAMINERGIC_NEUROGENESIS	1	1	1	0.0819736841360108	0.003054170404434453	1	1	0.01002299851910149	0.06580826440214682	0.08944347059781	0.0013131540236839268	0.0006664442844963592	0.0003161889794484063	0.05611811044821491	0.02113911668702262	0.0040022723090439305	0.0027308187384168514	1	2.4293764849803168e-06	1	0.003329156570230807	0.037484396128369735	0.045355657516949366
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS	7.791230914422353e-05	1	1	0.02893340842316472	1	0.0010744409953247214	1	1	1	0.03294973842164539	1	1.3066898720826003e-06	0.015083570368908727	1	0.039490268289736674	5.321562539628566e-06	0.059085973527911895	1	0.01856544253309922	0.014444335869149949	0.00862317247831823	0.06857823501934712	0.08226801183549004
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS	0.0018899102324214656	0.0246145276602332	1	1.0677648294099562e-05	4.127691180966231e-06	1.0349714239188401e-05	0.007023384036120794	0.0007530297500879524	0.0020213479218262886	3.2928521965791546e-06	2.300383949693785e-05	1.2081935595209536e-05	0.00589450649821055	0.0011386084437827737	0.03353562368133267	9.72748188188266e-06	0.06637111773401871	0.025875222790630925	3.576568097241051e-08	0.0008316851057224017	0.005943446747458281	0.006383105541621137	0.0005218891968810091
WP_SYNAPTIC_VESICLE_PATHWAY	1	1	1	0.0013766814976770014	0.0001484525394320757	0.00024025462944765597	0.024768001499332337	1.1620616121144067e-05	0.0007813914205124783	2.1742374307631707e-06	1	6.731556110706194e-05	0.022578428281613272	4.106251159319285e-06	0.0006119204695642644	0.00023254210288781163	0.00012325196536611127	1	0.03244887196208379	0.0036640090056527796	0.0154365217204393	0.0019382849690582349	0.00029983932776689315
